category,region,six_week_forecast_units,sku_id,historical_units,sku_mix_share,sku_forecast_units
Toys,North,282.13,SKU-102971,69,0.00705810147299509,1.99
Toys,North,282.13,SKU-101639,69,0.00705810147299509,1.99
Pet,North,449.84,SKU-103796,46,0.00441925256989144,1.99
Pet,North,449.84,SKU-103650,46,0.00441925256989144,1.99
Toys,East,310.43,SKU-101027,68,0.006423578310976762,1.99
Pet,North,449.84,SKU-100970,46,0.00441925256989144,1.99
Pet,West,296.89,SKU-102660,53,0.006693609497347815,1.99
Toys,East,310.43,SKU-101345,68,0.006423578310976762,1.99
Pet,West,296.89,SKU-102752,53,0.006693609497347815,1.99
Kitchen,East,287.94,SKU-102082,70,0.006864764146317545,1.98
Pet,South,391.6,SKU-103868,39,0.00506427736657577,1.98
Pet,South,391.6,SKU-102984,39,0.00506427736657577,1.98
Kitchen,South,252.74,SKU-104781,72,0.007849122424506704,1.98
Pet,South,391.6,SKU-104892,39,0.00506427736657577,1.98
Toys,West,260.74,SKU-100452,64,0.007538280329799764,1.97
Kitchen,North,465.71,SKU-101631,36,0.00423230660710087,1.97
Kitchen,North,465.71,SKU-100983,36,0.00423230660710087,1.97
Toys,West,260.74,SKU-101129,64,0.007538280329799764,1.97
Toys,South,252.32,SKU-104142,62,0.007809547801990175,1.97
Kitchen,North,465.71,SKU-100569,36,0.00423230660710087,1.97
Kitchen,North,465.71,SKU-100174,36,0.00423230660710087,1.97
Kitchen,North,465.71,SKU-103935,36,0.00423230660710087,1.97
Kitchen,North,465.71,SKU-103810,36,0.00423230660710087,1.97
Kitchen,North,465.71,SKU-104039,36,0.00423230660710087,1.97
Kitchen,North,465.71,SKU-102640,36,0.00423230660710087,1.97
Home,South,215.20000000000002,SKU-104445,51,0.00914306202940122,1.97
Home,South,215.20000000000002,SKU-103623,51,0.00914306202940122,1.97
Home,South,215.20000000000002,SKU-100941,51,0.00914306202940122,1.97
Kitchen,North,465.71,SKU-103427,36,0.00423230660710087,1.97
Toys,West,260.74,SKU-102288,64,0.007538280329799764,1.97
Home,North,305.47,SKU-104499,32,0.006436041834271922,1.97
Home,West,443.64,SKU-101589,33,0.004424778761061947,1.96
Pet,East,377.19,SKU-104924,54,0.005200308166409861,1.96
Toys,North,282.13,SKU-103919,68,0.006955810147299509,1.96
Home,West,443.64,SKU-100635,33,0.004424778761061947,1.96
Toys,North,282.13,SKU-102155,68,0.006955810147299509,1.96
Toys,East,310.43,SKU-103061,67,0.006329113924050633,1.96
Pet,East,377.19,SKU-104586,54,0.005200308166409861,1.96
Pet,East,377.19,SKU-103880,54,0.005200308166409861,1.96
Kitchen,South,252.74,SKU-102982,71,0.0077401068352774445,1.96
Kitchen,South,252.74,SKU-103972,71,0.0077401068352774445,1.96
Toys,North,282.13,SKU-104501,68,0.006955810147299509,1.96
Kitchen,East,287.94,SKU-100372,69,0.006766696087084437,1.95
Pet,West,296.89,SKU-104984,52,0.006567314978529932,1.95
Pet,West,296.89,SKU-102836,52,0.006567314978529932,1.95
Pet,West,296.89,SKU-100394,52,0.006567314978529932,1.95
Home,East,382.76,SKU-101499,31,0.00509282076556596,1.95
Beauty,West,69.99000000000001,SKU-103927,76,0.027900146842878122,1.95
Home,East,382.76,SKU-104811,31,0.00509282076556596,1.95
Kitchen,East,287.94,SKU-102298,69,0.006766696087084437,1.95
Kitchen,East,287.94,SKU-101613,69,0.006766696087084437,1.95
Pet,West,296.89,SKU-100680,52,0.006567314978529932,1.95
Pet,West,296.89,SKU-103508,52,0.006567314978529932,1.95
Toys,South,252.32,SKU-100272,61,0.0076835873535709785,1.94
Beauty,South,125.72999999999999,SKU-101623,42,0.015412844036697248,1.94
Toys,South,252.32,SKU-102389,61,0.0076835873535709785,1.94
Beauty,South,125.72999999999999,SKU-104647,42,0.015412844036697248,1.94
Toys,South,252.32,SKU-101064,61,0.0076835873535709785,1.94
Pet,North,449.84,SKU-103182,45,0.004323181861850322,1.94
Toys,East,310.43,SKU-104196,66,0.006234649537124504,1.94
Pet,North,449.84,SKU-103304,45,0.004323181861850322,1.94
Pet,North,449.84,SKU-102962,45,0.004323181861850322,1.94
Pet,North,449.84,SKU-101666,45,0.004323181861850322,1.94
Toys,South,252.32,SKU-104603,61,0.0076835873535709785,1.94
Toys,East,310.43,SKU-100919,66,0.006234649537124504,1.94
Pet,North,449.84,SKU-103814,45,0.004323181861850322,1.94
Toys,East,310.43,SKU-101838,66,0.006234649537124504,1.94
Toys,West,260.74,SKU-104556,63,0.007420494699646643,1.93
Home,South,215.20000000000002,SKU-104055,50,0.008963786303334529,1.93
Pet,South,391.6,SKU-103178,38,0.004934424100766134,1.93
Pet,South,391.6,SKU-103560,38,0.004934424100766134,1.93
Home,South,215.20000000000002,SKU-102465,50,0.008963786303334529,1.93
Toys,North,282.13,SKU-104232,67,0.006853518821603928,1.93
Pet,East,377.19,SKU-102806,53,0.005104006163328197,1.93
Home,South,215.20000000000002,SKU-101697,50,0.008963786303334529,1.93
Toys,West,260.74,SKU-102197,63,0.007420494699646643,1.93
Pet,East,377.19,SKU-102296,53,0.005104006163328197,1.93
Pet,East,377.19,SKU-100370,53,0.005104006163328197,1.93
Kitchen,North,465.71,SKU-100083,35,0.004114742534681401,1.92
Kitchen,North,465.71,SKU-101735,35,0.004114742534681401,1.92
Kitchen,North,465.71,SKU-102761,35,0.004114742534681401,1.92
Kitchen,East,287.94,SKU-102333,68,0.006668628027851329,1.92
Kitchen,North,465.71,SKU-102729,35,0.004114742534681401,1.92
Pet,West,296.89,SKU-103970,51,0.006441020459712048,1.91
Toys,East,310.43,SKU-104027,65,0.006140185150198375,1.91
Toys,East,310.43,SKU-103559,65,0.006140185150198375,1.91
Toys,South,252.32,SKU-104141,60,0.007557626905151782,1.91
Beauty,East,345.84,SKU-102289,21,0.005526315789473684,1.91
Toys,South,252.32,SKU-104609,60,0.007557626905151782,1.91
Pet,West,296.89,SKU-103346,51,0.006441020459712048,1.91
Toys,South,252.32,SKU-100667,60,0.007557626905151782,1.91
Pet,West,296.89,SKU-101508,51,0.006441020459712048,1.91
Pet,West,296.89,SKU-104316,51,0.006441020459712048,1.91
Toys,South,252.32,SKU-103224,60,0.007557626905151782,1.91
Toys,East,310.43,SKU-104537,65,0.006140185150198375,1.91
Pet,West,296.89,SKU-102494,51,0.006441020459712048,1.91
Toys,North,282.13,SKU-104753,66,0.006751227495908347,1.9
Home,North,305.47,SKU-100917,31,0.006234915526950925,1.9
Home,North,305.47,SKU-102921,31,0.006234915526950925,1.9
Pet,North,449.84,SKU-100646,44,0.004227111153809204,1.9
Home,West,443.64,SKU-101049,32,0.004290694556181282,1.9
Kitchen,South,252.74,SKU-103161,69,0.007522075656818925,1.9
Home,West,443.64,SKU-102543,32,0.004290694556181282,1.9
Pet,North,449.84,SKU-102584,44,0.004227111153809204,1.9
Home,West,443.64,SKU-101331,32,0.004290694556181282,1.9
Pet,North,449.84,SKU-101670,44,0.004227111153809204,1.9
Kitchen,South,252.74,SKU-104057,69,0.007522075656818925,1.9
Home,West,443.64,SKU-103353,32,0.004290694556181282,1.9
Home,West,443.64,SKU-103923,32,0.004290694556181282,1.9
Kitchen,South,252.74,SKU-101542,69,0.007522075656818925,1.9
Home,East,382.76,SKU-101247,30,0.0049285362247412515,1.89
Kitchen,East,287.94,SKU-101213,67,0.006570559968618221,1.89
Home,East,382.76,SKU-103713,30,0.0049285362247412515,1.89
Pet,East,377.19,SKU-103686,52,0.005007704160246533,1.89
Home,South,215.20000000000002,SKU-104463,49,0.008784510577267838,1.89
Kitchen,East,287.94,SKU-104835,67,0.006570559968618221,1.89
Kitchen,East,287.94,SKU-103936,67,0.006570559968618221,1.89
Kitchen,East,287.94,SKU-103107,67,0.006570559968618221,1.89
Kitchen,East,287.94,SKU-102671,67,0.006570559968618221,1.89
Pet,East,377.19,SKU-101042,52,0.005007704160246533,1.89
Kitchen,East,287.94,SKU-101829,67,0.006570559968618221,1.89
Beauty,South,125.72999999999999,SKU-100417,41,0.015045871559633028,1.89
Pet,East,377.19,SKU-101220,52,0.005007704160246533,1.89
Pet,South,391.6,SKU-102998,37,0.004804570834956499,1.88
Toys,South,252.32,SKU-100193,59,0.007431666456732586,1.88
Toys,East,310.43,SKU-101147,64,0.006045720763272247,1.88
Toys,South,252.32,SKU-104279,59,0.007431666456732586,1.88
Pet,South,391.6,SKU-100086,37,0.004804570834956499,1.88
Pet,South,391.6,SKU-100700,37,0.004804570834956499,1.88
Toys,East,310.43,SKU-102623,64,0.006045720763272247,1.88
Toys,East,310.43,SKU-103044,64,0.006045720763272247,1.88
Toys,North,282.13,SKU-100589,65,0.006648936170212766,1.88
Pet,South,391.6,SKU-101396,37,0.004804570834956499,1.88
Toys,North,282.13,SKU-101190,65,0.006648936170212766,1.88
Toys,North,282.13,SKU-103116,65,0.006648936170212766,1.88
Toys,North,282.13,SKU-104519,65,0.006648936170212766,1.88
Pet,West,296.89,SKU-104102,50,0.006314725940894165,1.87
Toys,West,260.74,SKU-104969,61,0.0071849234393404,1.87
Toys,West,260.74,SKU-102191,61,0.0071849234393404,1.87
Kitchen,South,252.74,SKU-102347,68,0.007413060067589666,1.87
Kitchen,East,287.94,SKU-100390,66,0.006472491909385114,1.86
Pet,North,449.84,SKU-100752,43,0.0041310404457680855,1.86
Kitchen,East,287.94,SKU-101182,66,0.006472491909385114,1.86
Kitchen,East,287.94,SKU-102370,66,0.006472491909385114,1.86
Pet,North,449.84,SKU-104550,43,0.0041310404457680855,1.86
Pet,North,449.84,SKU-104132,43,0.0041310404457680855,1.86
Pet,North,449.84,SKU-104298,43,0.0041310404457680855,1.86
Pet,North,449.84,SKU-104640,43,0.0041310404457680855,1.86
Pet,North,449.84,SKU-100662,43,0.0041310404457680855,1.86
Kitchen,North,465.71,SKU-104116,34,0.003997178462261932,1.86
Pet,North,449.84,SKU-101132,43,0.0041310404457680855,1.86
Pet,North,449.84,SKU-102386,43,0.0041310404457680855,1.86
Kitchen,East,287.94,SKU-102239,66,0.006472491909385114,1.86
Kitchen,East,287.94,SKU-102419,66,0.006472491909385114,1.86
Kitchen,North,465.71,SKU-102725,34,0.003997178462261932,1.86
Beauty,South,125.72999999999999,SKU-100111,40,0.014678899082568808,1.85
Toys,East,310.43,SKU-101183,63,0.005951256376346118,1.85
Pet,East,377.19,SKU-103772,51,0.004911402157164869,1.85
Toys,East,310.43,SKU-104663,63,0.005951256376346118,1.85
Home,South,215.20000000000002,SKU-100887,48,0.008605234851201148,1.85
Home,South,215.20000000000002,SKU-101553,48,0.008605234851201148,1.85
Toys,East,310.43,SKU-100553,63,0.005951256376346118,1.85
Toys,North,282.13,SKU-103134,64,0.006546644844517185,1.85
Toys,North,282.13,SKU-102162,64,0.006546644844517185,1.85
Home,West,443.64,SKU-102753,31,0.004156610351300617,1.84
Kitchen,East,287.94,SKU-100426,65,0.006374423850152006,1.84
Kitchen,East,287.94,SKU-101001,65,0.006374423850152006,1.84
Toys,West,260.74,SKU-103487,60,0.007067137809187279,1.84
Pet,West,296.89,SKU-100052,49,0.006188431422076282,1.84
Toys,South,252.32,SKU-100092,58,0.007305706008313389,1.84
Home,West,443.64,SKU-101853,31,0.004156610351300617,1.84
Home,West,443.64,SKU-100347,31,0.004156610351300617,1.84
Home,North,305.47,SKU-103245,30,0.006033789219629927,1.84
Home,West,443.64,SKU-100023,31,0.004156610351300617,1.84
Home,West,443.64,SKU-101205,31,0.004156610351300617,1.84
Toys,South,252.32,SKU-101819,58,0.007305706008313389,1.84
Toys,West,260.74,SKU-103163,60,0.007067137809187279,1.84
Home,North,305.47,SKU-103497,30,0.006033789219629927,1.84
Kitchen,East,287.94,SKU-101938,65,0.006374423850152006,1.84
Home,North,305.47,SKU-101535,30,0.006033789219629927,1.84
Pet,South,391.6,SKU-100784,36,0.004674717569146864,1.83
Pet,South,391.6,SKU-103952,36,0.004674717569146864,1.83
Pet,South,391.6,SKU-104366,36,0.004674717569146864,1.83
Kitchen,South,252.74,SKU-100349,66,0.0071950288891311455,1.82
Toys,East,310.43,SKU-101993,62,0.005856791989419989,1.82
Toys,East,310.43,SKU-102467,62,0.005856791989419989,1.82
Toys,North,282.13,SKU-103907,63,0.006444353518821604,1.82
Toys,East,310.43,SKU-100379,62,0.005856791989419989,1.82
Home,East,382.76,SKU-103725,29,0.004764251683916544,1.82
Home,East,382.76,SKU-104037,29,0.004764251683916544,1.82
Home,East,382.76,SKU-104019,29,0.004764251683916544,1.82
Pet,East,377.19,SKU-102750,50,0.004815100154083205,1.82
Pet,East,377.19,SKU-102188,50,0.004815100154083205,1.82
Toys,North,282.13,SKU-104034,63,0.006444353518821604,1.82
Toys,East,310.43,SKU-101111,62,0.005856791989419989,1.82
Pet,East,377.19,SKU-104822,50,0.004815100154083205,1.82
Toys,East,310.43,SKU-100469,62,0.005856791989419989,1.82
Pet,East,377.19,SKU-100286,50,0.004815100154083205,1.82
Pet,East,377.19,SKU-101342,50,0.004815100154083205,1.82
Pet,North,449.84,SKU-101636,42,0.004034969737726967,1.82
Kitchen,South,252.74,SKU-104566,66,0.0071950288891311455,1.82
Pet,East,377.19,SKU-103578,50,0.004815100154083205,1.82
Toys,East,310.43,SKU-104988,62,0.005856791989419989,1.82
Toys,West,260.74,SKU-104825,59,0.006949352179034158,1.81
Kitchen,North,465.71,SKU-103270,33,0.0038796143898424643,1.81
Home,South,215.20000000000002,SKU-101583,47,0.008425959125134457,1.81
Home,South,215.20000000000002,SKU-101169,47,0.008425959125134457,1.81
Home,South,215.20000000000002,SKU-102591,47,0.008425959125134457,1.81
Home,South,215.20000000000002,SKU-103569,47,0.008425959125134457,1.81
Home,South,215.20000000000002,SKU-103401,47,0.008425959125134457,1.81
Home,South,215.20000000000002,SKU-103605,47,0.008425959125134457,1.81
Kitchen,North,465.71,SKU-100637,33,0.0038796143898424643,1.81
Kitchen,North,465.71,SKU-100929,33,0.0038796143898424643,1.81
Toys,West,260.74,SKU-103403,59,0.006949352179034158,1.81
Toys,West,260.74,SKU-104070,59,0.006949352179034158,1.81
Kitchen,North,465.71,SKU-102167,33,0.0038796143898424643,1.81
Kitchen,North,465.71,SKU-104764,33,0.0038796143898424643,1.81
Kitchen,North,465.71,SKU-104723,33,0.0038796143898424643,1.81
Toys,South,252.32,SKU-102827,57,0.007179745559894193,1.81
Beauty,West,69.99000000000001,SKU-101335,70,0.02569750367107195,1.8
Pet,West,296.89,SKU-101580,48,0.006062136903258399,1.8
Pet,West,296.89,SKU-103778,48,0.006062136903258399,1.8
Pet,West,296.89,SKU-102446,48,0.006062136903258399,1.8
Pet,West,296.89,SKU-104208,48,0.006062136903258399,1.8
Pet,West,296.89,SKU-104606,48,0.006062136903258399,1.8
Pet,West,296.89,SKU-103484,48,0.006062136903258399,1.8
Pet,West,296.89,SKU-104804,48,0.006062136903258399,1.8
Toys,East,310.43,SKU-103367,61,0.00576232760249386,1.79
Kitchen,South,252.74,SKU-101253,65,0.007086013299901886,1.79
Toys,North,282.13,SKU-102353,62,0.006342062193126023,1.79
Toys,East,310.43,SKU-101910,61,0.00576232760249386,1.79
Toys,North,282.13,SKU-103601,62,0.006342062193126023,1.79
Kitchen,South,252.74,SKU-103589,65,0.007086013299901886,1.79
Toys,North,282.13,SKU-103566,62,0.006342062193126023,1.79
Toys,West,260.74,SKU-103127,58,0.006831566548881037,1.78
Home,West,443.64,SKU-101427,30,0.004022526146419952,1.78
Toys,West,260.74,SKU-102629,58,0.006831566548881037,1.78
Home,North,305.47,SKU-101115,29,0.00583266291230893,1.78
Pet,East,377.19,SKU-102570,49,0.004718798151001541,1.78
Pet,East,377.19,SKU-102482,49,0.004718798151001541,1.78
Pet,East,377.19,SKU-103004,49,0.004718798151001541,1.78
Pet,South,391.6,SKU-104838,35,0.004544864303337229,1.78
Pet,South,391.6,SKU-102444,35,0.004544864303337229,1.78
Kitchen,East,287.94,SKU-104980,63,0.00617828773168579,1.78
Pet,South,391.6,SKU-104024,35,0.004544864303337229,1.78
Pet,South,391.6,SKU-100298,35,0.004544864303337229,1.78
Kitchen,East,287.94,SKU-104669,63,0.00617828773168579,1.78
Toys,West,260.74,SKU-101021,58,0.006831566548881037,1.78
Toys,West,260.74,SKU-104045,58,0.006831566548881037,1.78
Pet,South,391.6,SKU-101184,35,0.004544864303337229,1.78
Toys,South,252.32,SKU-102306,56,0.007053785111474997,1.78
Home,West,443.64,SKU-100269,30,0.004022526146419952,1.78
Home,South,215.20000000000002,SKU-100521,46,0.008246683399067766,1.77
Home,South,215.20000000000002,SKU-101673,46,0.008246683399067766,1.77
Pet,North,449.84,SKU-100856,41,0.0039388990296858484,1.77
Pet,North,449.84,SKU-101900,41,0.0039388990296858484,1.77
Home,South,215.20000000000002,SKU-102933,46,0.008246683399067766,1.77
Toys,East,310.43,SKU-100776,60,0.005667863215567731,1.76
Pet,West,296.89,SKU-100442,47,0.005935842384440515,1.76
Kitchen,South,252.74,SKU-101685,64,0.006976997710672626,1.76
Toys,East,310.43,SKU-100559,60,0.005667863215567731,1.76
Toys,East,310.43,SKU-101669,60,0.005667863215567731,1.76
Kitchen,South,252.74,SKU-104745,64,0.006976997710672626,1.76
Toys,North,282.13,SKU-101855,61,0.006239770867430442,1.76
Toys,North,282.13,SKU-103152,61,0.006239770867430442,1.76
Pet,West,296.89,SKU-103848,47,0.005935842384440515,1.76
Toys,North,282.13,SKU-104052,61,0.006239770867430442,1.76
Kitchen,South,252.74,SKU-100479,64,0.006976997710672626,1.76
Toys,North,282.13,SKU-103847,61,0.006239770867430442,1.76
Toys,East,310.43,SKU-101568,60,0.005667863215567731,1.76
Home,East,382.76,SKU-104643,28,0.004599967143091835,1.76
Home,East,382.76,SKU-104949,28,0.004599967143091835,1.76
Kitchen,East,287.94,SKU-104007,62,0.0060802196724526825,1.75
Toys,West,260.74,SKU-102972,57,0.006713780918727915,1.75
Kitchen,East,287.94,SKU-102927,62,0.0060802196724526825,1.75
Kitchen,East,287.94,SKU-101721,62,0.0060802196724526825,1.75
Kitchen,East,287.94,SKU-101091,62,0.0060802196724526825,1.75
Kitchen,North,465.71,SKU-104997,32,0.0037620503174229957,1.75
Kitchen,North,465.71,SKU-101739,32,0.0037620503174229957,1.75
Kitchen,East,287.94,SKU-100353,62,0.0060802196724526825,1.75
Kitchen,North,465.71,SKU-102747,32,0.0037620503174229957,1.75
Toys,South,252.32,SKU-102684,55,0.0069278246630558,1.75
Kitchen,North,465.71,SKU-102100,32,0.0037620503174229957,1.75
Toys,West,260.74,SKU-104771,57,0.006713780918727915,1.75
Beauty,South,125.72999999999999,SKU-103225,38,0.013944954128440367,1.75
Kitchen,East,287.94,SKU-104813,62,0.0060802196724526825,1.75
Kitchen,North,465.71,SKU-101092,32,0.0037620503174229957,1.75
Kitchen,North,465.71,SKU-101974,32,0.0037620503174229957,1.75
Kitchen,South,252.74,SKU-102748,63,0.0068679821214433666,1.74
Pet,East,377.19,SKU-103502,48,0.004622496147919877,1.74
Home,South,215.20000000000002,SKU-103875,45,0.008067407673001075,1.74
Kitchen,South,252.74,SKU-101897,63,0.0068679821214433666,1.74
Pet,East,377.19,SKU-102404,48,0.004622496147919877,1.74
Pet,East,377.19,SKU-102408,48,0.004622496147919877,1.74
Pet,East,377.19,SKU-100802,48,0.004622496147919877,1.74
Pet,East,377.19,SKU-101618,48,0.004622496147919877,1.74
Pet,South,391.6,SKU-104676,34,0.004415011037527594,1.73
Toys,East,310.43,SKU-102587,59,0.005573398828641602,1.73
Pet,North,449.84,SKU-100266,40,0.0038428283216447303,1.73
Pet,South,391.6,SKU-101720,34,0.004415011037527594,1.73
Home,West,443.64,SKU-100221,29,0.0038884419415392865,1.73
Pet,North,449.84,SKU-104190,40,0.0038428283216447303,1.73
Toys,East,310.43,SKU-100866,59,0.005573398828641602,1.73
Home,West,443.64,SKU-100617,29,0.0038884419415392865,1.73
Home,West,443.64,SKU-100413,29,0.0038884419415392865,1.73
Pet,South,391.6,SKU-100950,34,0.004415011037527594,1.73
Pet,North,449.84,SKU-100250,40,0.0038428283216447303,1.73
Toys,North,282.13,SKU-102143,60,0.0061374795417348605,1.73
Pet,North,449.84,SKU-104910,40,0.0038428283216447303,1.73
Toys,East,310.43,SKU-102054,59,0.005573398828641602,1.73
Toys,East,310.43,SKU-103331,59,0.005573398828641602,1.73
Pet,South,391.6,SKU-104816,34,0.004415011037527594,1.73
Pet,North,449.84,SKU-100226,40,0.0038428283216447303,1.73
Home,West,443.64,SKU-104175,29,0.0038884419415392865,1.73
Home,West,443.64,SKU-104823,29,0.0038884419415392865,1.73
Home,West,443.64,SKU-101817,29,0.0038884419415392865,1.73
Home,West,443.64,SKU-103803,29,0.0038884419415392865,1.73
Pet,North,449.84,SKU-104510,40,0.0038428283216447303,1.73
Pet,West,296.89,SKU-104802,46,0.005809547865622632,1.72
Pet,West,296.89,SKU-103088,46,0.005809547865622632,1.72
Home,North,305.47,SKU-102375,28,0.0056315366049879325,1.72
Pet,West,296.89,SKU-102914,46,0.005809547865622632,1.72
Home,North,305.47,SKU-104829,28,0.0056315366049879325,1.72
Pet,West,296.89,SKU-104384,46,0.005809547865622632,1.72
Pet,West,296.89,SKU-101060,46,0.005809547865622632,1.72
Pet,West,296.89,SKU-102248,46,0.005809547865622632,1.72
Toys,South,252.32,SKU-101201,54,0.006801864214636604,1.72
Kitchen,East,287.94,SKU-103355,61,0.005982151613219575,1.72
Toys,West,260.74,SKU-104339,56,0.006595995288574794,1.72
Toys,South,252.32,SKU-102900,54,0.006801864214636604,1.72
Toys,South,252.32,SKU-101333,54,0.006801864214636604,1.72
Kitchen,East,287.94,SKU-101303,61,0.005982151613219575,1.72
Pet,West,296.89,SKU-104588,46,0.005809547865622632,1.72
Toys,West,260.74,SKU-103205,56,0.006595995288574794,1.72
Toys,South,252.32,SKU-100344,54,0.006801864214636604,1.72
Home,North,305.47,SKU-103437,28,0.0056315366049879325,1.72
Toys,South,252.32,SKU-104321,54,0.006801864214636604,1.72
Home,North,305.47,SKU-100509,28,0.0056315366049879325,1.72
Pet,East,377.19,SKU-103250,47,0.0045261941448382125,1.71
Pet,East,377.19,SKU-102278,47,0.0045261941448382125,1.71
Kitchen,South,252.74,SKU-101199,62,0.006758966532214107,1.71
Kitchen,South,252.74,SKU-103576,62,0.006758966532214107,1.71
Kitchen,South,252.74,SKU-104152,62,0.006758966532214107,1.71
Home,South,215.20000000000002,SKU-104337,44,0.007888131946934385,1.7
Kitchen,North,465.71,SKU-101195,31,0.0036444862450035267,1.7
Home,South,215.20000000000002,SKU-101511,44,0.007888131946934385,1.7
Home,South,215.20000000000002,SKU-103311,44,0.007888131946934385,1.7
Toys,East,310.43,SKU-104855,58,0.005478934441715474,1.7
Home,South,215.20000000000002,SKU-102219,44,0.007888131946934385,1.7
Home,South,215.20000000000002,SKU-101409,44,0.007888131946934385,1.7
Beauty,West,69.99000000000001,SKU-100273,66,0.024229074889867842,1.7
Beauty,West,69.99000000000001,SKU-103153,66,0.024229074889867842,1.7
Home,South,215.20000000000002,SKU-102489,44,0.007888131946934385,1.7
Home,South,215.20000000000002,SKU-100563,44,0.007888131946934385,1.7
Toys,East,310.43,SKU-104765,58,0.005478934441715474,1.7
Toys,East,310.43,SKU-101309,58,0.005478934441715474,1.7
Kitchen,North,465.71,SKU-101883,31,0.0036444862450035267,1.7
Toys,East,310.43,SKU-103397,58,0.005478934441715474,1.7
Toys,East,310.43,SKU-102540,58,0.005478934441715474,1.7
Toys,North,282.13,SKU-101075,59,0.00603518821603928,1.7
Toys,North,282.13,SKU-100859,59,0.00603518821603928,1.7
Toys,East,310.43,SKU-101154,58,0.005478934441715474,1.7
Kitchen,North,465.71,SKU-104782,31,0.0036444862450035267,1.7
Home,East,382.76,SKU-101103,27,0.004435682602267127,1.7
Kitchen,North,465.71,SKU-102837,31,0.0036444862450035267,1.7
Pet,West,296.89,SKU-100160,45,0.005683253346804749,1.69
Toys,West,260.74,SKU-100290,55,0.006478209658421673,1.69
Toys,West,260.74,SKU-102953,55,0.006478209658421673,1.69
Toys,West,260.74,SKU-102882,55,0.006478209658421673,1.69
Pet,West,296.89,SKU-100446,45,0.005683253346804749,1.69
Pet,West,296.89,SKU-100334,45,0.005683253346804749,1.69
Toys,West,260.74,SKU-101369,55,0.006478209658421673,1.69
Pet,West,296.89,SKU-103760,45,0.005683253346804749,1.69
Pet,North,449.84,SKU-100082,39,0.0037467576136036122,1.69
Pet,West,296.89,SKU-104726,45,0.005683253346804749,1.69
Pet,West,296.89,SKU-103520,45,0.005683253346804749,1.69
Pet,North,449.84,SKU-104516,39,0.0037467576136036122,1.69
Pet,North,449.84,SKU-103148,39,0.0037467576136036122,1.69
Toys,West,260.74,SKU-102612,55,0.006478209658421673,1.69
Pet,West,296.89,SKU-102842,45,0.005683253346804749,1.69
Pet,North,449.84,SKU-104496,39,0.0037467576136036122,1.69
Kitchen,East,287.94,SKU-102496,60,0.005884083553986467,1.69
Kitchen,East,287.94,SKU-103859,60,0.005884083553986467,1.69
Pet,North,449.84,SKU-102608,39,0.0037467576136036122,1.69
Kitchen,East,287.94,SKU-101074,60,0.005884083553986467,1.69
Pet,South,391.6,SKU-100212,33,0.004285157771717959,1.68
Toys,South,252.32,SKU-104754,53,0.006675903766217408,1.68
Kitchen,South,252.74,SKU-100641,61,0.006649950942984846,1.68
Pet,South,391.6,SKU-102860,33,0.004285157771717959,1.68
Toys,South,252.32,SKU-101928,53,0.006675903766217408,1.68
Pet,South,391.6,SKU-101798,33,0.004285157771717959,1.68
Toys,South,252.32,SKU-104297,53,0.006675903766217408,1.68
Pet,South,391.6,SKU-101256,33,0.004285157771717959,1.68
Pet,South,391.6,SKU-102284,33,0.004285157771717959,1.68
Pet,South,391.6,SKU-100604,33,0.004285157771717959,1.68
Pet,South,391.6,SKU-102536,33,0.004285157771717959,1.68
Pet,South,391.6,SKU-101166,33,0.004285157771717959,1.68
Pet,South,391.6,SKU-102782,33,0.004285157771717959,1.68
Toys,East,310.43,SKU-104412,57,0.005384470054789345,1.67
Toys,North,282.13,SKU-103296,58,0.005932896890343699,1.67
Home,West,443.64,SKU-100059,28,0.0037543577366586215,1.67
Toys,East,310.43,SKU-103757,57,0.005384470054789345,1.67
Toys,North,282.13,SKU-101442,58,0.005932896890343699,1.67
Home,West,443.64,SKU-101229,28,0.0037543577366586215,1.67
Pet,East,377.19,SKU-103634,46,0.004429892141756549,1.67
Home,West,443.64,SKU-104247,28,0.0037543577366586215,1.67
Home,West,443.64,SKU-104697,28,0.0037543577366586215,1.67
Home,West,443.64,SKU-104049,28,0.0037543577366586215,1.67
Pet,East,377.19,SKU-100892,46,0.004429892141756549,1.67
Pet,East,377.19,SKU-104030,46,0.004429892141756549,1.67
Kitchen,East,287.94,SKU-101020,59,0.005786015494753359,1.67
Kitchen,East,287.94,SKU-100335,59,0.005786015494753359,1.67
Home,West,443.64,SKU-103029,28,0.0037543577366586215,1.67
Pet,East,377.19,SKU-102390,46,0.004429892141756549,1.67
Toys,North,282.13,SKU-104105,58,0.005932896890343699,1.67
Toys,North,282.13,SKU-100488,58,0.005932896890343699,1.67
Toys,East,310.43,SKU-104898,57,0.005384470054789345,1.67
Toys,North,282.13,SKU-103602,58,0.005932896890343699,1.67
Toys,North,282.13,SKU-103656,58,0.005932896890343699,1.67
Toys,West,260.74,SKU-103541,54,0.0063604240282685515,1.66
Home,North,305.47,SKU-101961,27,0.005430410297666935,1.66
Toys,West,260.74,SKU-102863,54,0.0063604240282685515,1.66
Home,North,305.47,SKU-104409,27,0.005430410297666935,1.66
Home,South,215.20000000000002,SKU-101157,43,0.007708856220867695,1.66
Home,South,215.20000000000002,SKU-100683,43,0.007708856220867695,1.66
