date,sku_id,region,units_ordered,price_usd,holiday_peak_flag,prime_event_flag,weekend_flag,marketing_push_flag,weather_disruption_index,weekend_flag_raw,category,unit_cost_usd,selling_price_usd,cube_ft,target_service_level,holiday_peak_flag_calendar,prime_event_flag_calendar,marketing_push_flag_calendar,weather_disruption_index_calendar,weekend_flag_calendar,revenue_usd,gross_margin_usd,month
2024-10-11,SKU-100671,North,20,131.04,0,0,0,0,1.01,1970-01-28,Home,118.88,33.69,0.21,0.975,0.0,1.0,1.0,0.39857142857142863,0.0,2620.7999999999997,243.19999999999993,2024-10
2024-10-11,SKU-100810,East,24,148.24,0,0,0,0,0.28,1970-02-03,Electronics,50.98,190.65,0.55,0.959,0.0,1.0,1.0,0.39857142857142863,0.0,3557.76,2334.2400000000007,2024-10
2024-10-11,SKU-101884,East,42,131.45,0,1,0,0,0.4,1970-03-20,Kitchen,30.06,129.52,0.22,0.931,0.0,1.0,1.0,0.39857142857142863,0.0,5520.9,4258.379999999999,2024-10
2024-10-11,SKU-102094,South,47,95.18,0,1,0,0,0.21,1970-03-29,Electronics,82.88,157.93,0.66,0.952,0.0,1.0,1.0,0.39857142857142863,0.0,4473.46,578.1000000000006,2024-10
2024-10-11,SKU-102206,West,30,179.24,0,1,0,0,0.87,1970-04-02,Pet,68.29,97.95,0.38,0.978,0.0,1.0,1.0,0.39857142857142863,0.0,5377.200000000001,3328.5,2024-10
2024-10-11,SKU-102278,East,47,131.46,0,1,0,0,0.57,1970-04-05,Pet,68.29,97.95,0.38,0.978,0.0,1.0,1.0,0.39857142857142863,0.0,6178.620000000001,2968.9900000000002,2024-10
2024-10-11,SKU-102291,East,51,33.19,0,1,0,0,-0.29,1970-04-06,Home,118.88,33.69,0.21,0.975,0.0,1.0,1.0,0.39857142857142863,0.0,1692.6899999999998,-4370.19,2024-10
2024-10-12,SKU-100279,East,36,152.04,0,0,1,0,-1.79,1970-01-12,Electronics,47.52,108.9,0.08,0.975,0.0,1.0,0.0,0.74,1.0,5473.44,3762.7199999999993,2024-10
2024-10-12,SKU-100872,East,47,175.62,0,0,1,0,0.14,1970-02-06,Electronics,96.37,130.18,0.12,0.949,0.0,1.0,0.0,0.74,1.0,8254.14,3724.75,2024-10
2024-10-12,SKU-100953,West,22,87.61,0,0,1,0,0.06,1970-02-09,Home,85.74,189.02,1.49,0.954,0.0,1.0,0.0,0.74,1.0,1927.42,41.1400000000001,2024-10
2024-10-12,SKU-101080,North,49,78.83,0,0,1,0,0.55,1970-02-15,Electronics,50.98,190.65,0.55,0.959,0.0,1.0,0.0,0.74,1.0,3862.67,1364.65,2024-10
2024-10-12,SKU-101325,South,30,33.13,0,0,1,0,1.28,1970-02-25,Kitchen,38.64,161.51,0.29,0.933,0.0,1.0,0.0,0.74,1.0,993.9000000000001,-165.29999999999995,2024-10
2024-10-12,SKU-101461,South,25,119.65,0,0,1,0,0.31,1970-03-02,Beauty,61.85,78.7,0.76,0.931,0.0,1.0,0.0,0.74,1.0,2991.25,1445.0,2024-10
2024-10-12,SKU-101747,West,37,180.77,0,0,1,0,-0.44,1970-03-14,Toys,14.98,175.66,1.79,0.972,0.0,1.0,0.0,0.74,1.0,6688.490000000001,6134.2300000000005,2024-10
2024-10-13,SKU-100099,North,45,201.16,0,0,1,0,2.2,1970-01-05,Electronics,47.52,108.9,0.08,0.975,0.0,1.0,0.0,0.7666666666666667,1.0,9052.2,6913.799999999999,2024-10
2024-10-13,SKU-100463,East,41,167.11,0,0,1,0,-0.97,1970-01-20,Toys,119.1,158.8,0.61,0.973,0.0,1.0,0.0,0.7666666666666667,1.0,6851.51,1968.4100000000008,2024-10
2024-10-13,SKU-100876,South,38,31.56,0,0,1,0,-3.5,1970-02-06,Kitchen,30.06,129.52,0.22,0.931,0.0,1.0,0.0,0.7666666666666667,1.0,1199.28,57.0,2024-10
2024-10-13,SKU-100893,West,35,199.81,0,0,1,0,0.14,1970-02-07,Kitchen,38.64,161.51,0.29,0.933,0.0,1.0,0.0,0.7666666666666667,1.0,6993.35,5640.950000000001,2024-10
2024-10-13,SKU-100972,East,26,129.12,0,0,1,0,0.06,1970-02-10,Electronics,50.98,190.65,0.55,0.959,0.0,1.0,0.0,0.7666666666666667,1.0,3357.12,2031.6400000000003,2024-10
2024-10-13,SKU-101109,West,42,75.38,0,0,1,0,0.55,1970-02-16,Kitchen,38.64,161.51,0.29,0.933,0.0,1.0,0.0,0.7666666666666667,1.0,3165.96,1543.0799999999997,2024-10
2024-10-13,SKU-101301,East,64,43.92,0,0,1,0,0.42,1970-02-24,Home,118.88,33.69,0.21,0.975,0.0,1.0,0.0,0.7666666666666667,1.0,2810.88,-4797.44,2024-10
2024-10-13,SKU-101378,West,38,32.28,0,0,1,0,0.21,1970-02-27,Pet,68.29,97.95,0.38,0.978,0.0,1.0,0.0,0.7666666666666667,1.0,1226.64,-1368.38,2024-10
2024-10-13,SKU-101715,North,59,74.84,0,0,1,0,0.35,1970-03-13,Home,118.88,33.69,0.21,0.975,0.0,1.0,0.0,0.7666666666666667,1.0,4415.56,-2598.3599999999997,2024-10
2024-10-13,SKU-101949,North,59,158.33,0,1,1,0,-0.09,1970-03-23,Home,118.88,33.69,0.21,0.975,0.0,1.0,0.0,0.7666666666666667,1.0,9341.470000000001,2327.550000000001,2024-10
2024-10-13,SKU-102135,West,26,127.77,0,1,1,0,1.8,1970-03-30,Kitchen,38.64,161.51,0.29,0.933,0.0,1.0,0.0,0.7666666666666667,1.0,3322.02,2317.38,2024-10
2024-10-13,SKU-102300,South,49,30.35,0,1,1,0,0.0,1970-04-06,Pet,39.01,44.01,0.77,0.983,0.0,1.0,0.0,0.7666666666666667,1.0,1487.15,-424.3399999999998,2024-10
2024-10-14,SKU-100027,North,29,101.87,0,0,0,0,-1.08,1970-01-02,Electronics,47.52,108.9,0.08,0.975,0.0,1.0,0.0,0.29714285714285715,0.0,2954.23,1576.15,2024-10
2024-10-14,SKU-100208,West,32,151.55,0,0,0,0,-1.28,1970-01-09,Pet,68.29,97.95,0.38,0.978,0.0,1.0,0.0,0.29714285714285715,0.0,4849.6,2664.32,2024-10
2024-10-14,SKU-100702,South,41,178.1,0,0,0,0,0.82,1970-01-30,Electronics,50.98,190.65,0.55,0.959,0.0,1.0,0.0,0.29714285714285715,0.0,7302.099999999999,5211.92,2024-10
2024-10-14,SKU-101166,South,33,184.55,0,0,0,0,1.31,1970-02-18,Pet,39.01,44.01,0.77,0.983,0.0,1.0,0.0,0.29714285714285715,0.0,6090.150000000001,4802.820000000001,2024-10
2024-10-14,SKU-101639,North,69,92.87,0,0,0,1,0.35,1970-03-10,Toys,14.98,175.66,1.79,0.972,0.0,1.0,0.0,0.29714285714285715,0.0,6408.030000000001,5374.41,2024-10
2024-10-15,SKU-100276,West,34,197.45,0,0,0,0,0.67,1970-01-12,Electronics,82.88,157.93,0.66,0.952,0.0,1.0,0.0,-0.52,0.0,6713.299999999999,3895.3799999999997,2024-10
2024-10-15,SKU-101412,South,24,138.12,0,0,0,0,1.28,1970-02-28,Electronics,96.37,130.18,0.12,0.949,0.0,1.0,0.0,-0.52,0.0,3314.88,1002.0,2024-10
2024-10-15,SKU-101505,East,30,146.77,0,0,0,0,-2.09,1970-03-04,Kitchen,38.64,161.51,0.29,0.933,0.0,1.0,0.0,-0.52,0.0,4403.1,3243.9,2024-10
2024-10-15,SKU-101729,South,33,123.16,0,0,0,0,1.2,1970-03-14,Toys,14.98,175.66,1.79,0.972,0.0,1.0,0.0,-0.52,0.0,4064.2799999999997,3569.9399999999996,2024-10
2024-10-15,SKU-102140,North,47,195.56,0,1,0,0,-0.92,1970-03-31,Pet,119.39,197.26,0.68,0.987,0.0,1.0,0.0,-0.52,0.0,9191.32,3579.9900000000002,2024-10
2024-10-16,SKU-100155,South,29,97.78,0,0,0,0,-0.91,1970-01-07,Kitchen,38.64,161.51,0.29,0.933,0.0,1.0,0.0,0.013749999999999984,0.0,2835.62,1715.06,2024-10
2024-10-16,SKU-100573,East,22,85.14,0,0,0,0,-2.01,1970-01-24,Electronics,54.03,86.74,0.58,0.976,0.0,1.0,0.0,0.013749999999999984,0.0,1873.08,684.42,2024-10
2024-10-16,SKU-100659,South,17,88.94,0,0,0,0,0.41,1970-01-28,Kitchen,38.64,161.51,0.29,0.933,0.0,1.0,0.0,0.013749999999999984,0.0,1511.98,855.0999999999999,2024-10
2024-10-16,SKU-100690,North,36,160.9,0,0,0,0,-0.69,1970-01-29,Electronics,82.88,157.93,0.66,0.952,0.0,1.0,0.0,0.013749999999999984,0.0,5792.400000000001,2808.7200000000003,2024-10
2024-10-16,SKU-101093,West,42,33.35,0,0,0,0,0.51,1970-02-15,Toys,119.1,158.8,0.61,0.973,0.0,1.0,0.0,0.013749999999999984,0.0,1400.7,-3601.5,2024-10
2024-10-16,SKU-101537,South,22,129.46,0,0,0,0,0.31,1970-03-06,Kitchen,40.39,32.87,0.64,0.972,0.0,1.0,0.0,0.013749999999999984,0.0,2848.1200000000003,1959.5400000000002,2024-10
2024-10-16,SKU-101655,West,23,120.87,0,0,0,0,-0.41,1970-03-10,Home,85.74,189.02,1.49,0.954,0.0,1.0,0.0,0.013749999999999984,0.0,2780.01,807.9900000000002,2024-10
2024-10-16,SKU-101982,East,43,138.43,0,1,0,0,2.14,1970-03-24,Toys,22.32,198.29,0.86,0.968,0.0,1.0,0.0,0.013749999999999984,0.0,5952.490000000001,4992.7300000000005,2024-10
2024-10-16,SKU-101983,South,49,153.65,0,1,0,0,2.14,1970-03-24,Beauty,61.85,78.7,0.76,0.931,0.0,1.0,0.0,0.013749999999999984,0.0,7528.85,4498.200000000001,2024-10
2024-10-16,SKU-102025,East,60,93.41,0,1,0,0,-0.09,1970-03-26,Electronics,47.52,108.9,0.08,0.975,0.0,1.0,0.0,0.013749999999999984,0.0,5604.599999999999,2753.3999999999996,2024-10
2024-10-16,SKU-102442,North,42,31.06,0,1,0,0,1.54,1970-04-12,Kitchen,30.06,129.52,0.22,0.931,0.0,1.0,0.0,0.013749999999999984,0.0,1304.52,42.0,2024-10
2024-10-16,SKU-102476,East,74,177.67,0,1,0,0,-0.31,1970-04-14,Pet,68.29,97.95,0.38,0.978,0.0,1.0,0.0,0.013749999999999984,0.0,13147.58,8094.119999999999,2024-10
2024-10-16,SKU-102509,West,35,157.36,0,1,0,0,0.39,1970-04-15,Kitchen,40.39,32.87,0.64,0.972,0.0,1.0,0.0,0.013749999999999984,0.0,5507.6,4093.9500000000003,2024-10
2024-10-17,SKU-100187,West,32,158.78,0,0,0,0,-0.91,1970-01-08,Kitchen,40.39,32.87,0.64,0.972,0.0,1.0,0.0,-0.30874999999999997,0.0,5080.96,3788.48,2024-10
2024-10-17,SKU-100451,South,42,98.8,0,0,0,0,-0.52,1970-01-19,Toys,14.98,175.66,1.79,0.972,0.0,1.0,0.0,-0.30874999999999997,0.0,4149.599999999999,3520.4399999999996,2024-10
2024-10-17,SKU-100687,East,35,82.87,0,0,0,0,0.41,1970-01-29,Beauty,61.85,78.7,0.76,0.931,0.0,1.0,0.0,-0.30874999999999997,0.0,2900.4500000000003,735.7000000000002,2024-10
2024-10-17,SKU-100699,East,60,43.38,0,0,0,0,-0.69,1970-01-30,Electronics,54.03,86.74,0.58,0.976,0.0,1.0,0.0,-0.30874999999999997,0.0,2602.8,-638.9999999999999,2024-10
2024-10-17,SKU-101767,North,23,179.83,0,0,0,0,0.48,1970-03-15,Beauty,61.85,78.7,0.76,0.931,0.0,1.0,0.0,-0.30874999999999997,0.0,4136.09,2713.5400000000004,2024-10
2024-10-17,SKU-102029,East,34,162.31,0,1,0,0,0.4,1970-03-26,Toys,119.1,158.8,0.61,0.973,0.0,1.0,0.0,-0.30874999999999997,0.0,5518.54,1469.1400000000003,2024-10
2024-10-17,SKU-102550,South,27,184.6,0,1,0,0,1.09,1970-04-17,Kitchen,30.06,129.52,0.22,0.931,0.0,1.0,0.0,-0.30874999999999997,0.0,4984.2,4172.58,2024-10
2024-10-18,SKU-100502,North,36,32.51,0,0,0,0,0.71,1970-01-21,Pet,119.39,197.26,0.68,0.987,0.0,1.0,0.0,0.15833333333333333,0.0,1170.36,-3127.68,2024-10
2024-10-18,SKU-101387,North,32,180.1,0,0,0,0,0.2,1970-02-27,Toys,14.98,175.66,1.79,0.972,0.0,1.0,0.0,0.15833333333333333,0.0,5763.2,5283.84,2024-10
2024-10-18,SKU-101834,West,25,155.57,0,0,0,0,0.35,1970-03-18,Pet,119.39,197.26,0.68,0.987,0.0,1.0,0.0,0.15833333333333333,0.0,3889.25,904.4999999999998,2024-10
2024-10-19,SKU-100277,North,30,93.26,0,0,1,0,0.9,1970-01-12,Kitchen,40.39,32.87,0.64,0.972,0.0,1.0,1.0,0.15374999999999997,1.0,2797.8,1586.1000000000001,2024-10
2024-10-19,SKU-100295,South,39,180.28,0,0,1,0,1.67,1970-01-13,Kitchen,40.39,32.87,0.64,0.972,0.0,1.0,1.0,0.15374999999999997,1.0,7030.92,5455.709999999999,2024-10
2024-10-19,SKU-100316,West,34,158.92,0,0,1,0,-1.28,1970-01-14,Pet,68.29,97.95,0.38,0.978,0.0,1.0,1.0,0.15374999999999997,1.0,5403.28,3081.419999999999,2024-10
2024-10-19,SKU-101242,North,21,109.99,0,0,1,0,1.3,1970-02-21,Electronics,50.98,190.65,0.55,0.959,0.0,1.0,1.0,0.15374999999999997,1.0,2309.79,1239.21,2024-10
2024-10-19,SKU-101670,North,44,32.12,0,0,1,0,-0.15,1970-03-11,Pet,39.01,44.01,0.77,0.983,0.0,1.0,1.0,0.15374999999999997,1.0,1413.28,-303.16,2024-10
2024-10-19,SKU-102174,South,32,187.1,0,1,1,0,-0.34,1970-04-01,Pet,39.01,44.01,0.77,0.983,0.0,1.0,1.0,0.15374999999999997,1.0,5987.2,4738.88,2024-10
2024-10-19,SKU-102249,West,35,124.91,0,1,1,0,-0.92,1970-04-04,Home,85.74,189.02,1.49,0.954,0.0,1.0,1.0,0.15374999999999997,1.0,4371.849999999999,1370.95,2024-10
2024-10-19,SKU-102342,South,33,129.43,0,1,1,0,0.79,1970-04-08,Toys,22.32,198.29,0.86,0.968,0.0,1.0,1.0,0.15374999999999997,1.0,4271.1900000000005,3534.6300000000006,2024-10
2024-10-19,SKU-102369,West,40,30.28,0,1,1,0,3.32,1970-04-09,Kitchen,38.64,161.51,0.29,0.933,0.0,1.0,1.0,0.15374999999999997,1.0,1211.2,-334.4,2024-10
2024-10-20,SKU-100209,East,46,185.18,0,0,1,0,-0.49,1970-01-09,Kitchen,38.64,161.51,0.29,0.933,0.0,1.0,0.0,0.36875,1.0,8518.28,6740.840000000001,2024-10
2024-10-20,SKU-100259,East,29,33.46,0,0,1,0,-0.91,1970-01-11,Kitchen,40.39,32.87,0.64,0.972,0.0,1.0,0.0,0.36875,1.0,970.34,-200.97,2024-10
2024-10-20,SKU-100322,South,48,44.01,0,0,1,0,1.67,1970-01-14,Pet,119.39,197.26,0.68,0.987,0.0,1.0,0.0,0.36875,1.0,2112.48,-3618.24,2024-10
2024-10-20,SKU-100360,South,26,104.01,0,0,1,0,-0.23,1970-01-16,Electronics,50.98,190.65,0.55,0.959,0.0,1.0,0.0,0.36875,1.0,2704.26,1378.7800000000002,2024-10
2024-10-20,SKU-100529,West,50,75.6,0,0,1,0,0.71,1970-01-23,Kitchen,40.39,32.87,0.64,0.972,0.0,1.0,0.0,0.36875,1.0,3779.9999999999995,1760.4999999999998,2024-10
2024-10-20,SKU-101142,West,44,156.26,0,0,1,0,0.06,1970-02-17,Electronics,96.37,130.18,0.12,0.949,0.0,1.0,0.0,0.36875,1.0,6875.44,2635.1599999999994,2024-10
2024-10-20,SKU-101490,West,43,42.45,0,0,1,0,1.08,1970-03-04,Pet,39.01,44.01,0.77,0.983,0.0,1.0,0.0,0.36875,1.0,1825.3500000000001,147.92000000000021,2024-10
2024-10-20,SKU-101750,East,56,175.15,0,0,1,0,-0.41,1970-03-14,Electronics,112.48,134.55,0.33,0.966,0.0,1.0,0.0,0.36875,1.0,9808.4,3509.52,2024-10
2024-10-20,SKU-101947,West,58,77.5,0,1,1,0,-1.29,1970-03-23,Beauty,61.85,78.7,0.76,0.931,0.0,1.0,0.0,0.36875,1.0,4495.0,907.6999999999999,2024-10
2024-10-20,SKU-102166,North,52,123.89,0,1,1,0,-0.52,1970-04-01,Electronics,82.88,157.93,0.66,0.952,0.0,1.0,0.0,0.36875,1.0,6442.28,2132.5200000000004,2024-10
2024-10-20,SKU-102238,East,59,197.33,0,1,1,0,-0.39,1970-04-04,Electronics,82.88,157.93,0.66,0.952,0.0,1.0,0.0,0.36875,1.0,11642.470000000001,6752.550000000001,2024-10
2024-10-21,SKU-100733,South,33,164.95,0,0,0,0,1.69,1970-01-31,Toys,119.1,158.8,0.61,0.973,0.0,1.0,0.0,0.28625,0.0,5443.349999999999,1513.0499999999997,2024-10
2024-10-21,SKU-101237,South,26,100.42,0,0,0,0,0.47,1970-02-21,Toys,119.1,158.8,0.61,0.973,0.0,1.0,0.0,0.28625,0.0,2610.92,-485.67999999999984,2024-10
2024-10-21,SKU-101422,West,35,190.52,0,0,0,0,0.42,1970-03-01,Electronics,50.98,190.65,0.55,0.959,0.0,1.0,0.0,0.28625,0.0,6668.200000000001,4883.900000000001,2024-10
2024-10-21,SKU-101429,East,51,195.38,0,0,0,0,0.42,1970-03-01,Kitchen,40.39,32.87,0.64,0.972,0.0,1.0,0.0,0.28625,0.0,9964.38,7904.490000000001,2024-10
2024-10-21,SKU-101817,West,29,158.36,0,0,0,1,0.35,1970-03-17,Home,85.74,189.02,1.49,0.954,0.0,1.0,0.0,0.28625,0.0,4592.4400000000005,2105.9800000000005,2024-10
2024-10-21,SKU-102012,North,28,126.65,0,1,0,0,-1.09,1970-03-25,Pet,39.01,44.01,0.77,0.983,0.0,1.0,0.0,0.28625,0.0,3546.2000000000003,2453.9200000000005,2024-10
2024-10-21,SKU-102030,West,57,178.42,0,1,0,0,1.24,1970-03-26,Pet,39.01,44.01,0.77,0.983,0.0,1.0,0.0,0.28625,0.0,10169.939999999999,7946.37,2024-10
2024-10-21,SKU-102237,North,42,149.6,0,1,0,0,0.17,1970-04-04,Home,118.88,33.69,0.21,0.975,0.0,1.0,0.0,0.28625,0.0,6283.2,1290.24,2024-10
2024-10-22,SKU-100016,West,42,43.65,0,0,0,0,2.26,1970-01-01,Pet,119.39,197.26,0.68,0.987,0.0,1.0,0.0,-0.06124999999999999,0.0,1833.3,-3181.0800000000004,2024-10
2024-10-22,SKU-100393,South,24,190.26,0,0,0,0,-1.28,1970-01-17,Electronics,54.03,86.74,0.58,0.976,0.0,1.0,0.0,-0.06124999999999999,0.0,4566.24,3269.5199999999995,2024-10
2024-10-22,SKU-100503,West,41,150.74,0,0,0,0,-0.2,1970-01-21,Home,85.74,189.02,1.49,0.954,0.0,1.0,0.0,-0.06124999999999999,0.0,6180.34,2665.0000000000005,2024-10
2024-10-22,SKU-100588,West,23,126.11,0,0,0,0,0.71,1970-01-25,Kitchen,30.06,129.52,0.22,0.931,0.0,1.0,0.0,-0.06124999999999999,0.0,2900.53,2209.15,2024-10
2024-10-22,SKU-101312,South,43,43.1,0,0,0,0,1.3,1970-02-24,Pet,119.39,197.26,0.68,0.987,0.0,1.0,0.0,-0.06124999999999999,0.0,1853.3,-3280.47,2024-10
2024-10-22,SKU-101367,East,46,33.08,0,0,0,0,1.31,1970-02-26,Home,85.74,189.02,1.49,0.954,0.0,1.0,0.0,-0.06124999999999999,0.0,1521.6799999999998,-2422.3599999999997,2024-10
2024-10-22,SKU-101946,East,41,173.18,0,0,0,0,-0.44,1970-03-23,Toys,22.32,198.29,0.86,0.968,0.0,1.0,0.0,-0.06124999999999999,0.0,7100.38,6185.26,2024-10
2024-10-22,SKU-102268,South,28,84.53,0,1,0,0,0.17,1970-04-05,Electronics,50.98,190.65,0.55,0.959,0.0,1.0,0.0,-0.06124999999999999,0.0,2366.84,939.4000000000001,2024-10
2024-10-22,SKU-102422,South,55,192.51,0,1,0,0,0.79,1970-04-11,Pet,68.29,97.95,0.38,0.978,0.0,1.0,0.0,-0.06124999999999999,0.0,10588.05,6832.099999999999,2024-10
2024-10-22,SKU-102705,North,65,31.05,0,1,0,0,-1.1,1970-04-23,Home,118.88,33.69,0.21,0.975,0.0,1.0,0.0,-0.06124999999999999,0.0,2018.25,-5708.95,2024-10
2024-10-23,SKU-100042,East,22,123.57,0,0,0,0,2.26,1970-01-02,Electronics,82.88,157.93,0.66,0.952,0.0,1.0,1.0,0.6685714285714285,0.0,2718.54,895.18,2024-10
2024-10-23,SKU-100306,South,21,138.52,0,0,0,0,-0.49,1970-01-13,Electronics,50.98,190.65,0.55,0.959,0.0,1.0,1.0,0.6685714285714285,0.0,2908.92,1838.3400000000004,2024-10
2024-10-23,SKU-100315,North,30,157.92,0,0,0,0,-0.91,1970-01-14,Electronics,47.52,108.9,0.08,0.975,0.0,1.0,1.0,0.6685714285714285,0.0,4737.599999999999,3311.999999999999,2024-10
2024-10-23,SKU-100855,West,56,77.28,0,0,0,0,-0.69,1970-02-05,Electronics,47.52,108.9,0.08,0.975,0.0,1.0,1.0,0.6685714285714285,0.0,4327.68,1666.56,2024-10
2024-10-23,SKU-101857,East,56,97.37,0,0,0,1,0.35,1970-03-19,Beauty,61.85,78.7,0.76,0.931,0.0,1.0,1.0,0.6685714285714285,0.0,5452.72,1989.1200000000001,2024-10
2024-10-23,SKU-102614,North,45,126.58,0,1,0,0,1.54,1970-04-19,Electronics,112.48,134.55,0.33,0.966,0.0,1.0,1.0,0.6685714285714285,0.0,5696.1,634.4999999999998,2024-10
2024-10-24,SKU-100373,North,42,187.37,0,0,0,0,2.2,1970-01-16,Toys,119.1,158.8,0.61,0.973,0.0,1.0,1.0,0.27499999999999997,0.0,7869.54,2867.3400000000006,2024-10
2024-10-24,SKU-100597,East,58,169.24,0,0,0,1,0.99,1970-01-25,Beauty,61.85,78.7,0.76,0.931,0.0,1.0,1.0,0.27499999999999997,0.0,9815.92,6228.620000000001,2024-10
2024-10-24,SKU-101097,South,19,134.31,0,0,0,0,-0.27,1970-02-15,Home,85.74,189.02,1.49,0.954,0.0,1.0,1.0,0.27499999999999997,0.0,2551.89,922.8300000000002,2024-10
2024-10-24,SKU-101288,North,34,201.05,0,0,0,0,0.51,1970-02-23,Pet,68.29,97.95,0.38,0.978,0.0,1.0,1.0,0.27499999999999997,0.0,6835.700000000001,4513.84,2024-10
2024-10-24,SKU-102020,West,49,195.36,0,0,0,0,-0.44,1970-03-26,Electronics,112.48,134.55,0.33,0.966,0.0,1.0,1.0,0.27499999999999997,0.0,9572.640000000001,4061.1200000000003,2024-10
2024-10-24,SKU-102071,West,52,147.1,0,1,0,0,-1.09,1970-03-28,Toys,14.98,175.66,1.79,0.972,0.0,1.0,1.0,0.27499999999999997,0.0,7649.2,6870.24,2024-10
2024-10-24,SKU-102139,South,43,133.23,0,1,0,0,1.25,1970-03-31,Electronics,54.03,86.74,0.58,0.976,0.0,1.0,1.0,0.27499999999999997,0.0,5728.889999999999,3405.5999999999995,2024-10
2024-10-24,SKU-102552,West,59,164.15,0,1,0,0,0.0,1970-04-17,Pet,39.01,44.01,0.77,0.983,0.0,1.0,1.0,0.27499999999999997,0.0,9684.85,7383.260000000001,2024-10
2024-10-25,SKU-100630,East,64,197.19,0,0,0,0,-0.52,1970-01-27,Electronics,50.98,190.65,0.55,0.959,0.0,1.0,0.0,-1.09125,0.0,12620.16,9357.44,2024-10
2024-10-25,SKU-100738,South,33,33.59,0,0,0,0,-1.68,1970-01-31,Electronics,50.98,190.65,0.55,0.959,0.0,1.0,0.0,-1.09125,0.0,1108.47,-573.8699999999998,2024-10
2024-10-25,SKU-100770,West,29,122.21,0,0,0,0,-2.01,1970-02-02,Pet,39.01,44.01,0.77,0.983,0.0,1.0,0.0,-1.09125,0.0,3544.0899999999997,2412.7999999999997,2024-10
2024-10-25,SKU-100849,South,44,194.93,0,0,0,0,-0.27,1970-02-05,Beauty,61.85,78.7,0.76,0.931,0.0,1.0,0.0,-1.09125,0.0,8576.92,5855.52,2024-10
2024-10-25,SKU-101945,South,33,32.21,0,0,0,0,0.48,1970-03-23,Toys,14.98,175.66,1.79,0.972,0.0,1.0,0.0,-1.09125,0.0,1062.93,568.59,2024-10
2024-10-25,SKU-102171,West,33,182.63,0,1,0,0,1.25,1970-04-01,Kitchen,38.64,161.51,0.29,0.933,0.0,1.0,0.0,-1.09125,0.0,6026.79,4751.67,2024-10
2024-10-25,SKU-102520,South,59,96.28,0,1,0,0,0.87,1970-04-16,Electronics,50.98,190.65,0.55,0.959,0.0,1.0,0.0,-1.09125,0.0,5680.52,2672.7000000000003,2024-10
2024-10-25,SKU-102557,East,38,123.83,0,1,0,0,-2.39,1970-04-17,Toys,14.98,175.66,1.79,0.972,0.0,1.0,0.0,-1.09125,0.0,4705.54,4136.3,2024-10
2024-10-26,SKU-100052,West,49,42.88,0,0,1,0,0.14,1970-01-03,Pet,119.39,197.26,0.68,0.987,0.0,1.0,1.0,0.825,1.0,2101.1200000000003,-3748.99,2024-10
2024-10-26,SKU-100172,East,59,168.64,0,0,1,0,0.84,1970-01-08,Pet,68.29,97.95,0.38,0.978,0.0,1.0,1.0,0.825,1.0,9949.759999999998,5920.649999999999,2024-10
2024-10-26,SKU-102820,East,39,151.98,0,1,1,0,-0.85,1970-04-28,Kitchen,30.06,129.52,0.22,0.931,0.0,1.0,1.0,0.825,1.0,5927.219999999999,4754.879999999999,2024-10
2024-10-27,SKU-100018,South,45,44.52,0,0,1,0,0.12,1970-01-01,Electronics,50.98,190.65,0.55,0.959,0.0,1.0,0.0,0.7424999999999999,1.0,2003.4,-290.6999999999997,2024-10
2024-10-27,SKU-100205,North,48,160.28,0,0,1,0,0.84,1970-01-09,Kitchen,40.39,32.87,0.64,0.972,0.0,1.0,0.0,0.7424999999999999,1.0,7693.4400000000005,5754.72,2024-10
2024-10-27,SKU-100551,North,30,123.33,0,0,1,0,-0.23,1970-01-23,Kitchen,38.64,161.51,0.29,0.933,0.0,1.0,0.0,0.7424999999999999,1.0,3699.9,2540.7,2024-10
2024-10-27,SKU-100891,East,30,127.3,0,0,1,0,-0.27,1970-02-07,Electronics,47.52,108.9,0.08,0.975,0.0,1.0,0.0,0.7424999999999999,1.0,3819.0,2393.4,2024-10
2024-10-27,SKU-100915,East,54,95.24,0,0,1,0,0.41,1970-02-08,Electronics,54.03,86.74,0.58,0.976,0.0,1.0,0.0,0.7424999999999999,1.0,5142.96,2225.3399999999997,2024-10
2024-10-27,SKU-101499,East,31,30.66,0,0,1,0,1.1,1970-03-04,Home,118.88,33.69,0.21,0.975,0.0,1.0,0.0,0.7424999999999999,1.0,950.46,-2734.82,2024-10
2024-10-28,SKU-100361,South,52,195.04,0,0,0,0,-1.08,1970-01-16,Toys,14.98,175.66,1.79,0.972,0.0,1.0,0.0,1.1216666666666668,0.0,10142.08,9363.12,2024-10
2024-10-28,SKU-100476,West,42,176.84,0,0,0,0,2.2,1970-01-20,Electronics,96.37,130.18,0.12,0.949,0.0,1.0,0.0,1.1216666666666668,0.0,7427.28,3379.74,2024-10
2024-10-28,SKU-101156,East,28,33.52,0,0,0,0,1.58,1970-02-18,Electronics,112.48,134.55,0.33,0.966,0.0,1.0,0.0,1.1216666666666668,0.0,938.5600000000001,-2210.88,2024-10
2024-10-28,SKU-101607,East,58,72.64,0,0,0,0,0.42,1970-03-08,Home,118.88,33.69,0.21,0.975,0.0,1.0,0.0,1.1216666666666668,0.0,4213.12,-2681.9199999999996,2024-10
