sku_id,category,unit_cost_usd,selling_price_usd,cube_ft,target_service_level
SKU-101103,Home,118.88,33.69,0.21,0.975
SKU-101104,Electronics,82.88,157.93,0.66,0.952
SKU-101105,Kitchen,40.39,32.87,0.64,0.972
SKU-101106,Electronics,96.37,130.18,0.12,0.949
SKU-101107,Electronics,47.52,108.9,0.08,0.975
SKU-101108,Pet,68.29,97.95,0.38,0.978
SKU-101109,Kitchen,38.64,161.51,0.29,0.933
SKU-101110,Kitchen,30.06,129.52,0.22,0.931
SKU-101111,Toys,119.1,158.8,0.61,0.973
SKU-101112,Pet,39.01,44.01,0.77,0.983
SKU-101113,Electronics,54.03,86.74,0.58,0.976
SKU-101114,Pet,119.39,197.26,0.68,0.987
SKU-101115,Home,85.74,189.02,1.49,0.954
SKU-101116,Electronics,50.98,190.65,0.55,0.959
SKU-101117,Toys,14.98,175.66,1.79,0.972
SKU-101118,Toys,22.32,198.29,0.86,0.968
SKU-101119,Beauty,61.85,78.7,0.76,0.931
SKU-101120,Electronics,112.48,134.55,0.33,0.966
SKU-101121,Home,118.88,33.69,0.21,0.975
SKU-101122,Electronics,82.88,157.93,0.66,0.952
SKU-101123,Kitchen,40.39,32.87,0.64,0.972
SKU-101124,Electronics,96.37,130.18,0.12,0.949
SKU-101125,Electronics,47.52,108.9,0.08,0.975
SKU-101126,Pet,68.29,97.95,0.38,0.978
SKU-101127,Kitchen,38.64,161.51,0.29,0.933
SKU-101128,Kitchen,30.06,129.52,0.22,0.931
SKU-101129,Toys,119.1,158.8,0.61,0.973
SKU-101130,Pet,39.01,44.01,0.77,0.983
SKU-101131,Electronics,54.03,86.74,0.58,0.976
SKU-101132,Pet,119.39,197.26,0.68,0.987
SKU-101133,Home,85.74,189.02,1.49,0.954
SKU-101134,Electronics,50.98,190.65,0.55,0.959
SKU-101135,Toys,14.98,175.66,1.79,0.972
SKU-101136,Toys,22.32,198.29,0.86,0.968
SKU-101137,Beauty,61.85,78.7,0.76,0.931
SKU-101138,Electronics,112.48,134.55,0.33,0.966
SKU-101139,Home,118.88,33.69,0.21,0.975
SKU-101140,Electronics,82.88,157.93,0.66,0.952
SKU-101141,Kitchen,40.39,32.87,0.64,0.972
SKU-101142,Electronics,96.37,130.18,0.12,0.949
SKU-101143,Electronics,47.52,108.9,0.08,0.975
SKU-101144,Pet,68.29,97.95,0.38,0.978
SKU-101145,Kitchen,38.64,161.51,0.29,0.933
SKU-101146,Kitchen,30.06,129.52,0.22,0.931
SKU-101147,Toys,119.1,158.8,0.61,0.973
SKU-101148,Pet,39.01,44.01,0.77,0.983
SKU-101149,Electronics,54.03,86.74,0.58,0.976
SKU-101150,Pet,119.39,197.26,0.68,0.987
SKU-101151,Home,85.74,189.02,1.49,0.954
SKU-101152,Electronics,50.98,190.65,0.55,0.959
SKU-101153,Toys,14.98,175.66,1.79,0.972
SKU-101154,Toys,22.32,198.29,0.86,0.968
SKU-101155,Beauty,61.85,78.7,0.76,0.931
SKU-101156,Electronics,112.48,134.55,0.33,0.966
SKU-101157,Home,118.88,33.69,0.21,0.975
SKU-101158,Electronics,82.88,157.93,0.66,0.952
SKU-101159,Kitchen,40.39,32.87,0.64,0.972
SKU-101160,Electronics,96.37,130.18,0.12,0.949
SKU-101161,Electronics,47.52,108.9,0.08,0.975
SKU-101162,Pet,68.29,97.95,0.38,0.978
SKU-101163,Kitchen,38.64,161.51,0.29,0.933
SKU-101164,Kitchen,30.06,129.52,0.22,0.931
SKU-101165,Toys,119.1,158.8,0.61,0.973
SKU-101166,Pet,39.01,44.01,0.77,0.983
SKU-101167,Electronics,54.03,86.74,0.58,0.976
SKU-101168,Pet,119.39,197.26,0.68,0.987
SKU-101169,Home,85.74,189.02,1.49,0.954
SKU-101170,Electronics,50.98,190.65,0.55,0.959
SKU-101171,Toys,14.98,175.66,1.79,0.972
SKU-101172,Toys,22.32,198.29,0.86,0.968
SKU-101173,Beauty,61.85,78.7,0.76,0.931
SKU-101174,Electronics,112.48,134.55,0.33,0.966
SKU-101175,Home,118.88,33.69,0.21,0.975
SKU-101176,Electronics,82.88,157.93,0.66,0.952
SKU-101177,Kitchen,40.39,32.87,0.64,0.972
SKU-101178,Electronics,96.37,130.18,0.12,0.949
SKU-101179,Electronics,47.52,108.9,0.08,0.975
SKU-101180,Pet,68.29,97.95,0.38,0.978
SKU-101181,Kitchen,38.64,161.51,0.29,0.933
SKU-101182,Kitchen,30.06,129.52,0.22,0.931
SKU-101183,Toys,119.1,158.8,0.61,0.973
SKU-101184,Pet,39.01,44.01,0.77,0.983
SKU-101185,Electronics,54.03,86.74,0.58,0.976
SKU-101186,Pet,119.39,197.26,0.68,0.987
SKU-101187,Home,85.74,189.02,1.49,0.954
SKU-101188,Electronics,50.98,190.65,0.55,0.959
SKU-101189,Toys,14.98,175.66,1.79,0.972
SKU-101190,Toys,22.32,198.29,0.86,0.968
SKU-101191,Beauty,61.85,78.7,0.76,0.931
SKU-101192,Electronics,112.48,134.55,0.33,0.966
SKU-101193,Home,118.88,33.69,0.21,0.975
SKU-101194,Electronics,82.88,157.93,0.66,0.952
SKU-101195,Kitchen,40.39,32.87,0.64,0.972
SKU-101196,Electronics,96.37,130.18,0.12,0.949
SKU-101197,Electronics,47.52,108.9,0.08,0.975
SKU-101198,Pet,68.29,97.95,0.38,0.978
SKU-101199,Kitchen,38.64,161.51,0.29,0.933
SKU-101200,Kitchen,30.06,129.52,0.22,0.931
SKU-101201,Toys,119.1,158.8,0.61,0.973
SKU-101202,Pet,39.01,44.01,0.77,0.983
SKU-101203,Electronics,54.03,86.74,0.58,0.976
SKU-101204,Pet,119.39,197.26,0.68,0.987
SKU-101205,Home,85.74,189.02,1.49,0.954
SKU-101206,Electronics,50.98,190.65,0.55,0.959
SKU-101207,Toys,14.98,175.66,1.79,0.972
SKU-101208,Toys,22.32,198.29,0.86,0.968
SKU-101209,Beauty,61.85,78.7,0.76,0.931
SKU-101210,Electronics,112.48,134.55,0.33,0.966
SKU-101211,Home,118.88,33.69,0.21,0.975
SKU-101212,Electronics,82.88,157.93,0.66,0.952
SKU-101213,Kitchen,40.39,32.87,0.64,0.972
SKU-101214,Electronics,96.37,130.18,0.12,0.949
SKU-101215,Electronics,47.52,108.9,0.08,0.975
SKU-101216,Pet,68.29,97.95,0.38,0.978
SKU-101217,Kitchen,38.64,161.51,0.29,0.933
SKU-101218,Kitchen,30.06,129.52,0.22,0.931
SKU-101219,Toys,119.1,158.8,0.61,0.973
SKU-101220,Pet,39.01,44.01,0.77,0.983
SKU-101221,Electronics,54.03,86.74,0.58,0.976
SKU-101222,Pet,119.39,197.26,0.68,0.987
SKU-101223,Home,85.74,189.02,1.49,0.954
SKU-101224,Electronics,50.98,190.65,0.55,0.959
SKU-101225,Toys,14.98,175.66,1.79,0.972
SKU-101226,Toys,22.32,198.29,0.86,0.968
SKU-101227,Beauty,61.85,78.7,0.76,0.931
SKU-101228,Electronics,112.48,134.55,0.33,0.966
SKU-101229,Home,118.88,33.69,0.21,0.975
SKU-101230,Electronics,82.88,157.93,0.66,0.952
SKU-101231,Kitchen,40.39,32.87,0.64,0.972
SKU-101232,Electronics,96.37,130.18,0.12,0.949
SKU-101233,Electronics,47.52,108.9,0.08,0.975
SKU-101234,Pet,68.29,97.95,0.38,0.978
SKU-101235,Kitchen,38.64,161.51,0.29,0.933
SKU-101236,Kitchen,30.06,129.52,0.22,0.931
SKU-101237,Toys,119.1,158.8,0.61,0.973
SKU-101238,Pet,39.01,44.01,0.77,0.983
SKU-101239,Electronics,54.03,86.74,0.58,0.976
SKU-101240,Pet,119.39,197.26,0.68,0.987
SKU-101241,Home,85.74,189.02,1.49,0.954
SKU-101242,Electronics,50.98,190.65,0.55,0.959
SKU-101243,Toys,14.98,175.66,1.79,0.972
SKU-101244,Toys,22.32,198.29,0.86,0.968
SKU-101245,Beauty,61.85,78.7,0.76,0.931
SKU-101246,Electronics,112.48,134.55,0.33,0.966
SKU-101247,Home,118.88,33.69,0.21,0.975
SKU-101248,Electronics,82.88,157.93,0.66,0.952
SKU-101249,Kitchen,40.39,32.87,0.64,0.972
SKU-101250,Electronics,96.37,130.18,0.12,0.949
SKU-101251,Electronics,47.52,108.9,0.08,0.975
SKU-101252,Pet,68.29,97.95,0.38,0.978
SKU-101253,Kitchen,38.64,161.51,0.29,0.933
SKU-101254,Kitchen,30.06,129.52,0.22,0.931
SKU-101255,Toys,119.1,158.8,0.61,0.973
SKU-101256,Pet,39.01,44.01,0.77,0.983
SKU-101257,Electronics,54.03,86.74,0.58,0.976
SKU-101258,Pet,119.39,197.26,0.68,0.987
SKU-101259,Home,85.74,189.02,1.49,0.954
SKU-101260,Electronics,50.98,190.65,0.55,0.959
SKU-101261,Toys,14.98,175.66,1.79,0.972
SKU-101262,Toys,22.32,198.29,0.86,0.968
SKU-101263,Beauty,61.85,78.7,0.76,0.931
SKU-101264,Electronics,112.48,134.55,0.33,0.966
SKU-101265,Home,118.88,33.69,0.21,0.975
SKU-101266,Electronics,82.88,157.93,0.66,0.952
SKU-101267,Kitchen,40.39,32.87,0.64,0.972
SKU-101268,Electronics,96.37,130.18,0.12,0.949
SKU-101269,Electronics,47.52,108.9,0.08,0.975
SKU-101270,Pet,68.29,97.95,0.38,0.978
SKU-101271,Kitchen,38.64,161.51,0.29,0.933
SKU-101272,Kitchen,30.06,129.52,0.22,0.931
SKU-101273,Toys,119.1,158.8,0.61,0.973
SKU-101274,Pet,39.01,44.01,0.77,0.983
SKU-101275,Electronics,54.03,86.74,0.58,0.976
SKU-101276,Pet,119.39,197.26,0.68,0.987
SKU-101277,Home,85.74,189.02,1.49,0.954
SKU-101278,Electronics,50.98,190.65,0.55,0.959
SKU-101279,Toys,14.98,175.66,1.79,0.972
SKU-101280,Toys,22.32,198.29,0.86,0.968
SKU-101281,Beauty,61.85,78.7,0.76,0.931
SKU-101282,Electronics,112.48,134.55,0.33,0.966
SKU-101283,Home,118.88,33.69,0.21,0.975
SKU-101284,Electronics,82.88,157.93,0.66,0.952
SKU-101285,Kitchen,40.39,32.87,0.64,0.972
SKU-101286,Electronics,96.37,130.18,0.12,0.949
SKU-101287,Electronics,47.52,108.9,0.08,0.975
SKU-101288,Pet,68.29,97.95,0.38,0.978
SKU-101289,Kitchen,38.64,161.51,0.29,0.933
SKU-101290,Kitchen,30.06,129.52,0.22,0.931
SKU-101291,Toys,119.1,158.8,0.61,0.973
SKU-101292,Pet,39.01,44.01,0.77,0.983
SKU-101293,Electronics,54.03,86.74,0.58,0.976
SKU-101294,Pet,119.39,197.26,0.68,0.987
SKU-101295,Home,85.74,189.02,1.49,0.954
SKU-101296,Electronics,50.98,190.65,0.55,0.959
SKU-101297,Toys,14.98,175.66,1.79,0.972
SKU-101298,Toys,22.32,198.29,0.86,0.968
SKU-101299,Beauty,61.85,78.7,0.76,0.931
SKU-101300,Electronics,112.48,134.55,0.33,0.966
SKU-101301,Home,118.88,33.69,0.21,0.975
SKU-101302,Electronics,82.88,157.93,0.66,0.952
SKU-101303,Kitchen,40.39,32.87,0.64,0.972
SKU-101304,Electronics,96.37,130.18,0.12,0.949
SKU-101305,Electronics,47.52,108.9,0.08,0.975
SKU-101306,Pet,68.29,97.95,0.38,0.978
SKU-101307,Kitchen,38.64,161.51,0.29,0.933
SKU-101308,Kitchen,30.06,129.52,0.22,0.931
SKU-101309,Toys,119.1,158.8,0.61,0.973
SKU-101310,Pet,39.01,44.01,0.77,0.983
SKU-101311,Electronics,54.03,86.74,0.58,0.976
SKU-101312,Pet,119.39,197.26,0.68,0.987
SKU-101313,Home,85.74,189.02,1.49,0.954
SKU-101314,Electronics,50.98,190.65,0.55,0.959
SKU-101315,Toys,14.98,175.66,1.79,0.972
SKU-101316,Toys,22.32,198.29,0.86,0.968
SKU-101317,Beauty,61.85,78.7,0.76,0.931
SKU-101318,Electronics,112.48,134.55,0.33,0.966
SKU-101319,Home,118.88,33.69,0.21,0.975
SKU-101320,Electronics,82.88,157.93,0.66,0.952
SKU-101321,Kitchen,40.39,32.87,0.64,0.972
SKU-101322,Electronics,96.37,130.18,0.12,0.949
SKU-101323,Electronics,47.52,108.9,0.08,0.975
SKU-101324,Pet,68.29,97.95,0.38,0.978
SKU-101325,Kitchen,38.64,161.51,0.29,0.933
SKU-101326,Kitchen,30.06,129.52,0.22,0.931
SKU-101327,Toys,119.1,158.8,0.61,0.973
SKU-101328,Pet,39.01,44.01,0.77,0.983
SKU-101329,Electronics,54.03,86.74,0.58,0.976
SKU-101330,Pet,119.39,197.26,0.68,0.987
SKU-101331,Home,85.74,189.02,1.49,0.954
SKU-101332,Electronics,50.98,190.65,0.55,0.959
SKU-101333,Toys,14.98,175.66,1.79,0.972
SKU-101334,Toys,22.32,198.29,0.86,0.968
SKU-101335,Beauty,61.85,78.7,0.76,0.931
SKU-101336,Electronics,112.48,134.55,0.33,0.966
SKU-101337,Home,118.88,33.69,0.21,0.975
SKU-101338,Electronics,82.88,157.93,0.66,0.952
SKU-101339,Kitchen,40.39,32.87,0.64,0.972
SKU-101340,Electronics,96.37,130.18,0.12,0.949
SKU-101341,Electronics,47.52,108.9,0.08,0.975
SKU-101342,Pet,68.29,97.95,0.38,0.978
SKU-101343,Kitchen,38.64,161.51,0.29,0.933
SKU-101344,Kitchen,30.06,129.52,0.22,0.931
SKU-101345,Toys,119.1,158.8,0.61,0.973
SKU-101346,Pet,39.01,44.01,0.77,0.983
SKU-101347,Electronics,54.03,86.74,0.58,0.976
SKU-101348,Pet,119.39,197.26,0.68,0.987
SKU-101349,Home,85.74,189.02,1.49,0.954
SKU-101350,Electronics,50.98,190.65,0.55,0.959
SKU-101351,Toys,14.98,175.66,1.79,0.972
SKU-101352,Toys,22.32,198.29,0.86,0.968
SKU-101353,Beauty,61.85,78.7,0.76,0.931
SKU-101354,Electronics,112.48,134.55,0.33,0.966
SKU-101355,Home,118.88,33.69,0.21,0.975
SKU-101356,Electronics,82.88,157.93,0.66,0.952
SKU-101357,Kitchen,40.39,32.87,0.64,0.972
SKU-101358,Electronics,96.37,130.18,0.12,0.949
SKU-101359,Electronics,47.52,108.9,0.08,0.975
SKU-101360,Pet,68.29,97.95,0.38,0.978
SKU-101361,Kitchen,38.64,161.51,0.29,0.933
SKU-101362,Kitchen,30.06,129.52,0.22,0.931
SKU-101363,Toys,119.1,158.8,0.61,0.973
SKU-101364,Pet,39.01,44.01,0.77,0.983
SKU-101365,Electronics,54.03,86.74,0.58,0.976
SKU-101366,Pet,119.39,197.26,0.68,0.987
SKU-101367,Home,85.74,189.02,1.49,0.954
SKU-101368,Electronics,50.98,190.65,0.55,0.959
SKU-101369,Toys,14.98,175.66,1.79,0.972
SKU-101370,Toys,22.32,198.29,0.86,0.968
SKU-101371,Beauty,61.85,78.7,0.76,0.931
SKU-101372,Electronics,112.48,134.55,0.33,0.966
SKU-101373,Home,118.88,33.69,0.21,0.975
SKU-101374,Electronics,82.88,157.93,0.66,0.952
SKU-101375,Kitchen,40.39,32.87,0.64,0.972
SKU-101376,Electronics,96.37,130.18,0.12,0.949
SKU-101377,Electronics,47.52,108.9,0.08,0.975
SKU-101378,Pet,68.29,97.95,0.38,0.978
SKU-101379,Kitchen,38.64,161.51,0.29,0.933
SKU-101380,Kitchen,30.06,129.52,0.22,0.931
SKU-101381,Toys,119.1,158.8,0.61,0.973
SKU-101382,Pet,39.01,44.01,0.77,0.983
SKU-101383,Electronics,54.03,86.74,0.58,0.976
SKU-101384,Pet,119.39,197.26,0.68,0.987
SKU-101385,Home,85.74,189.02,1.49,0.954
SKU-101386,Electronics,50.98,190.65,0.55,0.959
SKU-101387,Toys,14.98,175.66,1.79,0.972
SKU-101388,Toys,22.32,198.29,0.86,0.968
SKU-101389,Beauty,61.85,78.7,0.76,0.931
SKU-101390,Electronics,112.48,134.55,0.33,0.966
SKU-101391,Home,118.88,33.69,0.21,0.975
SKU-101392,Electronics,82.88,157.93,0.66,0.952
SKU-101393,Kitchen,40.39,32.87,0.64,0.972
SKU-101394,Electronics,96.37,130.18,0.12,0.949
SKU-101395,Electronics,47.52,108.9,0.08,0.975
SKU-101396,Pet,68.29,97.95,0.38,0.978
SKU-101397,Kitchen,38.64,161.51,0.29,0.933
SKU-101398,Kitchen,30.06,129.52,0.22,0.931
SKU-101399,Toys,119.1,158.8,0.61,0.973
SKU-101400,Pet,39.01,44.01,0.77,0.983
SKU-101401,Electronics,54.03,86.74,0.58,0.976
SKU-101402,Pet,119.39,197.26,0.68,0.987
SKU-101403,Home,85.74,189.02,1.49,0.954
SKU-101404,Electronics,50.98,190.65,0.55,0.959
SKU-101405,Toys,14.98,175.66,1.79,0.972
SKU-101406,Toys,22.32,198.29,0.86,0.968
SKU-101407,Beauty,61.85,78.7,0.76,0.931
SKU-101408,Electronics,112.48,134.55,0.33,0.966
SKU-101409,Home,118.88,33.69,0.21,0.975
SKU-101410,Electronics,82.88,157.93,0.66,0.952
SKU-101411,Kitchen,40.39,32.87,0.64,0.972
SKU-101412,Electronics,96.37,130.18,0.12,0.949
SKU-101413,Electronics,47.52,108.9,0.08,0.975
SKU-101414,Pet,68.29,97.95,0.38,0.978
SKU-101415,Kitchen,38.64,161.51,0.29,0.933
SKU-101416,Kitchen,30.06,129.52,0.22,0.931
SKU-101417,Toys,119.1,158.8,0.61,0.973
SKU-101418,Pet,39.01,44.01,0.77,0.983
SKU-101419,Electronics,54.03,86.74,0.58,0.976
SKU-101420,Pet,119.39,197.26,0.68,0.987
SKU-101421,Home,85.74,189.02,1.49,0.954
SKU-101422,Electronics,50.98,190.65,0.55,0.959
SKU-101423,Toys,14.98,175.66,1.79,0.972
SKU-101424,Toys,22.32,198.29,0.86,0.968
SKU-101425,Beauty,61.85,78.7,0.76,0.931
SKU-101426,Electronics,112.48,134.55,0.33,0.966
SKU-101427,Home,118.88,33.69,0.21,0.975
SKU-101428,Electronics,82.88,157.93,0.66,0.952
SKU-101429,Kitchen,40.39,32.87,0.64,0.972
SKU-101430,Electronics,96.37,130.18,0.12,0.949
SKU-101431,Electronics,47.52,108.9,0.08,0.975
SKU-101432,Pet,68.29,97.95,0.38,0.978
SKU-101433,Kitchen,38.64,161.51,0.29,0.933
SKU-101434,Kitchen,30.06,129.52,0.22,0.931
SKU-101435,Toys,119.1,158.8,0.61,0.973
SKU-101436,Pet,39.01,44.01,0.77,0.983
SKU-101437,Electronics,54.03,86.74,0.58,0.976
SKU-101438,Pet,119.39,197.26,0.68,0.987
SKU-101439,Home,85.74,189.02,1.49,0.954
SKU-101440,Electronics,50.98,190.65,0.55,0.959
SKU-101441,Toys,14.98,175.66,1.79,0.972
SKU-101442,Toys,22.32,198.29,0.86,0.968
SKU-101443,Beauty,61.85,78.7,0.76,0.931
SKU-101444,Electronics,112.48,134.55,0.33,0.966
SKU-101445,Home,118.88,33.69,0.21,0.975
SKU-101446,Electronics,82.88,157.93,0.66,0.952
SKU-101447,Kitchen,40.39,32.87,0.64,0.972
SKU-101448,Electronics,96.37,130.18,0.12,0.949
SKU-101449,Electronics,47.52,108.9,0.08,0.975
SKU-101450,Pet,68.29,97.95,0.38,0.978
SKU-101451,Kitchen,38.64,161.51,0.29,0.933
SKU-101452,Kitchen,30.06,129.52,0.22,0.931
SKU-101453,Toys,119.1,158.8,0.61,0.973
SKU-101454,Pet,39.01,44.01,0.77,0.983
SKU-101455,Electronics,54.03,86.74,0.58,0.976
SKU-101456,Pet,119.39,197.26,0.68,0.987
SKU-101457,Home,85.74,189.02,1.49,0.954
SKU-101458,Electronics,50.98,190.65,0.55,0.959
SKU-101459,Toys,14.98,175.66,1.79,0.972
SKU-101460,Toys,22.32,198.29,0.86,0.968
SKU-101461,Beauty,61.85,78.7,0.76,0.931
SKU-101462,Electronics,112.48,134.55,0.33,0.966
SKU-101463,Home,118.88,33.69,0.21,0.975
SKU-101464,Electronics,82.88,157.93,0.66,0.952
SKU-101465,Kitchen,40.39,32.87,0.64,0.972
SKU-101466,Electronics,96.37,130.18,0.12,0.949
SKU-101467,Electronics,47.52,108.9,0.08,0.975
SKU-101468,Pet,68.29,97.95,0.38,0.978
SKU-101469,Kitchen,38.64,161.51,0.29,0.933
SKU-101470,Kitchen,30.06,129.52,0.22,0.931
SKU-101471,Toys,119.1,158.8,0.61,0.973
SKU-101472,Pet,39.01,44.01,0.77,0.983
SKU-101473,Electronics,54.03,86.74,0.58,0.976
SKU-101474,Pet,119.39,197.26,0.68,0.987
SKU-101475,Home,85.74,189.02,1.49,0.954
SKU-101476,Electronics,50.98,190.65,0.55,0.959
SKU-101477,Toys,14.98,175.66,1.79,0.972
SKU-101478,Toys,22.32,198.29,0.86,0.968
SKU-101479,Beauty,61.85,78.7,0.76,0.931
SKU-101480,Electronics,112.48,134.55,0.33,0.966
SKU-101481,Home,118.88,33.69,0.21,0.975
SKU-101482,Electronics,82.88,157.93,0.66,0.952
SKU-101483,Kitchen,40.39,32.87,0.64,0.972
SKU-101484,Electronics,96.37,130.18,0.12,0.949
SKU-101485,Electronics,47.52,108.9,0.08,0.975
SKU-101486,Pet,68.29,97.95,0.38,0.978
SKU-101487,Kitchen,38.64,161.51,0.29,0.933
SKU-101488,Kitchen,30.06,129.52,0.22,0.931
SKU-101489,Toys,119.1,158.8,0.61,0.973
SKU-101490,Pet,39.01,44.01,0.77,0.983
SKU-101491,Electronics,54.03,86.74,0.58,0.976
SKU-101492,Pet,119.39,197.26,0.68,0.987
SKU-101493,Home,85.74,189.02,1.49,0.954
SKU-101494,Electronics,50.98,190.65,0.55,0.959
SKU-101495,Toys,14.98,175.66,1.79,0.972
SKU-101496,Toys,22.32,198.29,0.86,0.968
SKU-101497,Beauty,61.85,78.7,0.76,0.931
SKU-101498,Electronics,112.48,134.55,0.33,0.966
SKU-101499,Home,118.88,33.69,0.21,0.975
SKU-101500,Electronics,82.88,157.93,0.66,0.952
SKU-101501,Kitchen,40.39,32.87,0.64,0.972
SKU-101502,Electronics,96.37,130.18,0.12,0.949
SKU-101503,Electronics,47.52,108.9,0.08,0.975
SKU-101504,Pet,68.29,97.95,0.38,0.978
SKU-101505,Kitchen,38.64,161.51,0.29,0.933
SKU-101506,Kitchen,30.06,129.52,0.22,0.931
SKU-101507,Toys,119.1,158.8,0.61,0.973
SKU-101508,Pet,39.01,44.01,0.77,0.983
SKU-101509,Electronics,54.03,86.74,0.58,0.976
SKU-101510,Pet,119.39,197.26,0.68,0.987
SKU-101511,Home,85.74,189.02,1.49,0.954
SKU-101512,Electronics,50.98,190.65,0.55,0.959
SKU-101513,Toys,14.98,175.66,1.79,0.972
SKU-101514,Toys,22.32,198.29,0.86,0.968
SKU-101515,Beauty,61.85,78.7,0.76,0.931
SKU-101516,Electronics,112.48,134.55,0.33,0.966
SKU-101517,Home,118.88,33.69,0.21,0.975
SKU-101518,Electronics,82.88,157.93,0.66,0.952
SKU-101519,Kitchen,40.39,32.87,0.64,0.972
SKU-101520,Electronics,96.37,130.18,0.12,0.949
SKU-101521,Electronics,47.52,108.9,0.08,0.975
SKU-101522,Pet,68.29,97.95,0.38,0.978
SKU-101523,Kitchen,38.64,161.51,0.29,0.933
SKU-101524,Kitchen,30.06,129.52,0.22,0.931
SKU-101525,Toys,119.1,158.8,0.61,0.973
SKU-101526,Pet,39.01,44.01,0.77,0.983
SKU-101527,Electronics,54.03,86.74,0.58,0.976
SKU-101528,Pet,119.39,197.26,0.68,0.987
SKU-101529,Home,85.74,189.02,1.49,0.954
SKU-101530,Electronics,50.98,190.65,0.55,0.959
SKU-101531,Toys,14.98,175.66,1.79,0.972
SKU-101532,Toys,22.32,198.29,0.86,0.968
SKU-101533,Beauty,61.85,78.7,0.76,0.931
SKU-101534,Electronics,112.48,134.55,0.33,0.966
SKU-101535,Home,118.88,33.69,0.21,0.975
SKU-101536,Electronics,82.88,157.93,0.66,0.952
SKU-101537,Kitchen,40.39,32.87,0.64,0.972
SKU-101538,Electronics,96.37,130.18,0.12,0.949
SKU-101539,Electronics,47.52,108.9,0.08,0.975
SKU-101540,Pet,68.29,97.95,0.38,0.978
SKU-101541,Kitchen,38.64,161.51,0.29,0.933
SKU-101542,Kitchen,30.06,129.52,0.22,0.931
SKU-101543,Toys,119.1,158.8,0.61,0.973
SKU-101544,Pet,39.01,44.01,0.77,0.983
SKU-101545,Electronics,54.03,86.74,0.58,0.976
SKU-101546,Pet,119.39,197.26,0.68,0.987
SKU-101547,Home,85.74,189.02,1.49,0.954
SKU-101548,Electronics,50.98,190.65,0.55,0.959
SKU-101549,Toys,14.98,175.66,1.79,0.972
SKU-101550,Toys,22.32,198.29,0.86,0.968
SKU-101551,Beauty,61.85,78.7,0.76,0.931
SKU-101552,Electronics,112.48,134.55,0.33,0.966
SKU-101553,Home,118.88,33.69,0.21,0.975
SKU-101554,Electronics,82.88,157.93,0.66,0.952
SKU-101555,Kitchen,40.39,32.87,0.64,0.972
SKU-101556,Electronics,96.37,130.18,0.12,0.949
SKU-101557,Electronics,47.52,108.9,0.08,0.975
SKU-101558,Pet,68.29,97.95,0.38,0.978
SKU-101559,Kitchen,38.64,161.51,0.29,0.933
SKU-101560,Kitchen,30.06,129.52,0.22,0.931
SKU-101561,Toys,119.1,158.8,0.61,0.973
SKU-101562,Pet,39.01,44.01,0.77,0.983
SKU-101563,Electronics,54.03,86.74,0.58,0.976
SKU-101564,Pet,119.39,197.26,0.68,0.987
SKU-101565,Home,85.74,189.02,1.49,0.954
SKU-101566,Electronics,50.98,190.65,0.55,0.959
SKU-101567,Toys,14.98,175.66,1.79,0.972
SKU-101568,Toys,22.32,198.29,0.86,0.968
SKU-101569,Beauty,61.85,78.7,0.76,0.931
SKU-101570,Electronics,112.48,134.55,0.33,0.966
SKU-101571,Home,118.88,33.69,0.21,0.975
SKU-101572,Electronics,82.88,157.93,0.66,0.952
SKU-101573,Kitchen,40.39,32.87,0.64,0.972
SKU-101574,Electronics,96.37,130.18,0.12,0.949
SKU-101575,Electronics,47.52,108.9,0.08,0.975
SKU-101576,Pet,68.29,97.95,0.38,0.978
SKU-101577,Kitchen,38.64,161.51,0.29,0.933
SKU-101578,Kitchen,30.06,129.52,0.22,0.931
SKU-101579,Toys,119.1,158.8,0.61,0.973
SKU-101580,Pet,39.01,44.01,0.77,0.983
SKU-101581,Electronics,54.03,86.74,0.58,0.976
SKU-101582,Pet,119.39,197.26,0.68,0.987
SKU-101583,Home,85.74,189.02,1.49,0.954
SKU-101584,Electronics,50.98,190.65,0.55,0.959
SKU-101585,Toys,14.98,175.66,1.79,0.972
SKU-101586,Toys,22.32,198.29,0.86,0.968
SKU-101587,Beauty,61.85,78.7,0.76,0.931
SKU-101588,Electronics,112.48,134.55,0.33,0.966
SKU-101589,Home,118.88,33.69,0.21,0.975
SKU-101590,Electronics,82.88,157.93,0.66,0.952
SKU-101591,Kitchen,40.39,32.87,0.64,0.972
SKU-101592,Electronics,96.37,130.18,0.12,0.949
SKU-101593,Electronics,47.52,108.9,0.08,0.975
SKU-101594,Pet,68.29,97.95,0.38,0.978
SKU-101595,Kitchen,38.64,161.51,0.29,0.933
SKU-101596,Kitchen,30.06,129.52,0.22,0.931
SKU-101597,Toys,119.1,158.8,0.61,0.973
SKU-101598,Pet,39.01,44.01,0.77,0.983
SKU-101599,Electronics,54.03,86.74,0.58,0.976
SKU-101600,Pet,119.39,197.26,0.68,0.987
SKU-101601,Home,85.74,189.02,1.49,0.954
SKU-101602,Electronics,50.98,190.65,0.55,0.959
SKU-101603,Toys,14.98,175.66,1.79,0.972
SKU-101604,Toys,22.32,198.29,0.86,0.968
SKU-101605,Beauty,61.85,78.7,0.76,0.931
SKU-101606,Electronics,112.48,134.55,0.33,0.966
SKU-101607,Home,118.88,33.69,0.21,0.975
