week,sku_id,region,units_ordered,week_raw
2024-11-25,SKU-101117,North,176,2024-11-29
2024-11-25,SKU-101118,South,148,2024-11-29
2024-11-25,SKU-101119,West,179,2024-11-29
2024-11-25,SKU-101120,East,354,2024-11-29
2024-11-25,SKU-101121,North,357,2024-11-29
2024-11-25,SKU-101122,South,310,2024-11-29
2024-11-25,SKU-101123,West,319,2024-11-29
2024-11-25,SKU-101124,East,235,2024-11-29
2024-11-25,SKU-101125,North,244,2024-11-29
2024-11-25,SKU-101126,South,208,2024-11-29
2024-11-25,SKU-101127,West,199,2024-11-29
2024-11-25,SKU-101128,East,256,2024-11-30
2024-11-25,SKU-101129,North,247,2024-11-30
2024-11-25,SKU-101130,South,223,2024-11-30
2024-11-25,SKU-101131,West,240,2024-11-30
2024-11-25,SKU-101132,East,328,2024-11-30
2024-11-25,SKU-101133,North,345,2024-11-30
2024-11-25,SKU-101134,South,315,2024-11-30
2024-11-25,SKU-101135,West,295,2024-11-30
2024-11-25,SKU-101136,East,315,2024-11-30
2024-11-25,SKU-101137,North,333,2024-11-30
2024-11-25,SKU-101138,South,276,2024-11-30
2024-11-25,SKU-101139,West,292,2024-11-30
2024-11-25,SKU-101140,East,169,2024-11-30
2024-11-25,SKU-101141,North,199,2024-11-30
2024-11-25,SKU-101142,South,154,2024-11-30
2024-11-25,SKU-101143,West,184,2024-11-30
2024-11-25,SKU-101144,East,389,2024-11-30
2024-11-25,SKU-101145,North,362,2024-11-30
2024-11-25,SKU-101146,South,302,2024-11-30
2024-11-25,SKU-101147,West,312,2024-11-30
2024-11-25,SKU-101148,East,272,2024-11-30
2024-11-25,SKU-101149,North,300,2024-11-30
2024-11-25,SKU-101150,South,246,2024-11-30
2024-11-25,SKU-101151,West,239,2024-11-30
2024-12-02,SKU-101152,East,182,2024-12-08
2024-12-02,SKU-101153,North,200,2024-12-08
2024-12-02,SKU-101154,South,159,2024-12-08
2024-12-02,SKU-101155,West,165,2024-12-08
2024-12-02,SKU-101156,East,354,2024-12-08
2024-12-02,SKU-101157,North,295,2024-12-08
2024-12-02,SKU-101158,South,302,2024-12-08
2024-12-02,SKU-101159,West,307,2024-12-08
2024-12-02,SKU-101160,East,297,2024-12-08
2024-12-02,SKU-101161,North,332,2024-12-08
2024-12-02,SKU-101162,South,269,2024-12-08
2024-12-02,SKU-101163,West,322,2024-12-08
2024-12-02,SKU-101164,East,327,2024-12-08
2024-12-02,SKU-101165,North,385,2024-12-08
2024-12-02,SKU-101166,South,321,2024-12-08
2024-12-02,SKU-101167,West,339,2024-12-08
2024-12-02,SKU-101168,East,185,2024-12-08
2024-12-02,SKU-101169,North,170,2024-12-08
2024-12-02,SKU-101170,South,163,2024-12-08
2024-12-02,SKU-101171,West,170,2024-12-08
2024-12-02,SKU-101172,East,266,2024-12-08
2024-12-02,SKU-101173,North,266,2024-12-08
2024-12-02,SKU-101174,South,256,2024-12-08
2024-12-02,SKU-101175,West,278,2024-12-08
2024-12-02,SKU-103816,East,255,2024-12-07
2024-12-02,SKU-103817,North,247,2024-12-07
2024-12-02,SKU-103818,South,212,2024-12-07
2024-12-02,SKU-103819,West,231,2024-12-07
2024-12-02,SKU-103820,East,468,2024-12-07
2024-12-02,SKU-103821,North,429,2024-12-07
2024-12-02,SKU-103822,South,380,2024-12-07
2024-12-02,SKU-103823,West,402,2024-12-07
2024-12-02,SKU-103824,East,485,2024-12-07
2024-12-02,SKU-103825,North,456,2024-12-07
2024-12-02,SKU-103826,South,329,2024-12-07
2024-12-02,SKU-103827,West,396,2024-12-07
2024-12-02,SKU-103828,East,508,2024-12-07
2024-12-02,SKU-103829,North,523,2024-12-07
2024-12-02,SKU-103830,South,402,2024-12-07
2024-12-02,SKU-103831,West,484,2024-12-07
2024-12-02,SKU-103832,East,271,2024-12-07
2024-12-02,SKU-103833,North,253,2024-12-07
2024-12-02,SKU-103834,South,201,2024-12-07
2024-12-02,SKU-103835,West,229,2024-12-07
2024-12-02,SKU-103836,East,423,2024-12-07
2024-12-02,SKU-103837,North,347,2024-12-07
2024-12-02,SKU-103838,South,336,2024-12-07
2024-12-02,SKU-103839,West,334,2024-12-07
2024-12-02,SKU-103840,East,232,2024-12-08
2024-12-02,SKU-103841,North,241,2024-12-08
2024-12-02,SKU-103842,South,222,2024-12-08
2024-12-02,SKU-103843,West,215,2024-12-08
2024-12-02,SKU-103844,East,316,2024-12-08
2024-12-02,SKU-103845,North,320,2024-12-08
2024-12-02,SKU-103846,South,292,2024-12-08
2024-12-02,SKU-103847,West,322,2024-12-08
2024-12-02,SKU-103848,East,234,2024-12-08
2024-12-02,SKU-103849,North,233,2024-12-08
2024-12-02,SKU-103850,South,214,2024-12-08
2024-12-02,SKU-103851,West,225,2024-12-08
2024-12-02,SKU-103852,East,263,2024-12-08
2024-12-02,SKU-103853,North,223,2024-12-08
2024-12-02,SKU-103854,South,199,2024-12-08
2024-12-02,SKU-103855,West,231,2024-12-08
2024-12-02,SKU-103856,East,463,2024-12-08
2024-12-02,SKU-103857,North,451,2024-12-08
2024-12-02,SKU-103858,South,396,2024-12-08
2024-12-02,SKU-103859,West,436,2024-12-08
2024-12-02,SKU-103860,East,335,2024-12-08
2024-12-02,SKU-103861,North,311,2024-12-08
2024-12-02,SKU-103862,South,286,2024-12-08
2024-12-02,SKU-103863,West,289,2024-12-08
2024-12-09,SKU-101176,East,184,2024-12-09
2024-12-09,SKU-101177,North,170,2024-12-09
2024-12-09,SKU-101178,South,164,2024-12-09
2024-12-09,SKU-101179,West,180,2024-12-09
2024-12-09,SKU-101180,East,257,2024-12-09
2024-12-09,SKU-101181,North,232,2024-12-09
2024-12-09,SKU-101182,South,238,2024-12-09
2024-12-09,SKU-101183,West,238,2024-12-09
2024-12-09,SKU-101184,East,193,2024-12-09
2024-12-09,SKU-101185,North,199,2024-12-09
2024-12-09,SKU-101186,South,165,2024-12-09
2024-12-09,SKU-101187,West,174,2024-12-09
2024-12-09,SKU-101188,East,185,2024-12-09
2024-12-09,SKU-101189,North,170,2024-12-09
2024-12-09,SKU-101190,South,138,2024-12-09
2024-12-09,SKU-101191,West,173,2024-12-09
2024-12-09,SKU-101192,East,305,2024-12-09
2024-12-09,SKU-101193,North,323,2024-12-09
2024-12-09,SKU-101194,South,313,2024-12-09
2024-12-09,SKU-101195,West,301,2024-12-09
2024-12-09,SKU-101196,East,258,2024-12-09
2024-12-09,SKU-101197,North,227,2024-12-09
2024-12-09,SKU-101198,South,223,2024-12-09
2024-12-09,SKU-101199,West,219,2024-12-09
2024-12-09,SKU-101200,East,280,2024-12-10
2024-12-09,SKU-101201,North,244,2024-12-10
2024-12-09,SKU-101202,South,194,2024-12-10
2024-12-09,SKU-101203,West,241,2024-12-10
2024-12-09,SKU-101204,East,312,2024-12-10
2024-12-09,SKU-101205,North,324,2024-12-10
2024-12-09,SKU-101206,South,309,2024-12-10
2024-12-09,SKU-101207,West,308,2024-12-10
2024-12-09,SKU-101208,East,363,2024-12-10
2024-12-09,SKU-101209,North,327,2024-12-10
2024-12-09,SKU-101210,South,311,2024-12-10
2024-12-09,SKU-101211,West,301,2024-12-10
2024-12-09,SKU-101212,East,184,2024-12-10
2024-12-09,SKU-101213,North,172,2024-12-10
2024-12-09,SKU-101214,South,159,2024-12-10
2024-12-09,SKU-101215,West,159,2024-12-10
2024-12-09,SKU-101216,East,393,2024-12-10
2024-12-09,SKU-101217,North,311,2024-12-10
2024-12-09,SKU-101218,South,287,2024-12-10
2024-12-09,SKU-101219,West,316,2024-12-10
2024-12-09,SKU-101220,East,277,2024-12-10
2024-12-09,SKU-101221,North,282,2024-12-10
2024-12-09,SKU-101222,South,226,2024-12-10
2024-12-09,SKU-101223,West,286,2024-12-10
2024-12-09,SKU-103864,East,313,2024-12-09
2024-12-09,SKU-103865,North,348,2024-12-09
2024-12-09,SKU-103866,South,261,2024-12-09
2024-12-09,SKU-103867,West,307,2024-12-09
2024-12-09,SKU-103868,East,483,2024-12-09
2024-12-09,SKU-103869,North,468,2024-12-09
2024-12-09,SKU-103870,South,332,2024-12-09
2024-12-09,SKU-103871,West,381,2024-12-09
2024-12-09,SKU-103872,East,439,2024-12-09
2024-12-09,SKU-103873,North,446,2024-12-09
2024-12-09,SKU-103874,South,420,2024-12-09
2024-12-09,SKU-103875,West,422,2024-12-09
2024-12-09,SKU-103876,East,271,2024-12-09
2024-12-09,SKU-103877,North,248,2024-12-09
2024-12-09,SKU-103878,South,208,2024-12-09
2024-12-09,SKU-103879,West,229,2024-12-09
2024-12-09,SKU-103880,East,497,2024-12-09
2024-12-09,SKU-103881,North,459,2024-12-09
2024-12-09,SKU-103882,South,403,2024-12-09
2024-12-09,SKU-103883,West,447,2024-12-09
2024-12-09,SKU-103884,East,394,2024-12-09
2024-12-09,SKU-103885,North,370,2024-12-09
2024-12-09,SKU-103886,South,322,2024-12-09
2024-12-09,SKU-103887,West,359,2024-12-09
2024-12-16,SKU-101224,East,207,2024-12-18
2024-12-16,SKU-101225,North,209,2024-12-18
2024-12-16,SKU-101226,South,180,2024-12-18
2024-12-16,SKU-101227,West,193,2024-12-18
2024-12-16,SKU-101228,East,373,2024-12-18
2024-12-16,SKU-101229,North,345,2024-12-18
2024-12-16,SKU-101230,South,333,2024-12-18
2024-12-16,SKU-101231,West,348,2024-12-18
2024-12-16,SKU-101232,East,392,2024-12-18
2024-12-16,SKU-101233,North,360,2024-12-18
2024-12-16,SKU-101234,South,295,2024-12-18
2024-12-16,SKU-101235,West,298,2024-12-18
2024-12-16,SKU-101236,East,403,2024-12-18
2024-12-16,SKU-101237,North,405,2024-12-18
2024-12-16,SKU-101238,South,366,2024-12-18
2024-12-16,SKU-101239,West,376,2024-12-18
2024-12-16,SKU-101240,East,219,2024-12-18
2024-12-16,SKU-101241,North,193,2024-12-18
2024-12-16,SKU-101242,South,155,2024-12-18
2024-12-16,SKU-101243,West,174,2024-12-18
2024-12-16,SKU-101244,East,292,2024-12-18
2024-12-16,SKU-101245,North,322,2024-12-18
2024-12-16,SKU-101246,South,265,2024-12-18
2024-12-16,SKU-101247,West,280,2024-12-18
2024-12-16,SKU-101248,East,178,2024-12-19
2024-12-16,SKU-101249,North,190,2024-12-19
2024-12-16,SKU-101250,South,183,2024-12-19
2024-12-16,SKU-101251,West,177,2024-12-19
2024-12-16,SKU-101252,East,286,2024-12-19
2024-12-16,SKU-101253,North,258,2024-12-19
2024-12-16,SKU-101254,South,208,2024-12-19
2024-12-16,SKU-101255,West,262,2024-12-19
2024-12-16,SKU-101256,East,216,2024-12-19
2024-12-16,SKU-101257,North,214,2024-12-19
2024-12-16,SKU-101258,South,164,2024-12-19
2024-12-16,SKU-101259,West,174,2024-12-19
2024-12-16,SKU-101260,East,217,2024-12-19
2024-12-16,SKU-101261,North,193,2024-12-19
2024-12-16,SKU-101262,South,177,2024-12-19
2024-12-16,SKU-101263,West,191,2024-12-19
2024-12-16,SKU-101264,East,421,2024-12-19
2024-12-16,SKU-101265,North,337,2024-12-19
2024-12-16,SKU-101266,South,299,2024-12-19
2024-12-16,SKU-101267,West,354,2024-12-19
2024-12-16,SKU-101268,East,246,2024-12-19
2024-12-16,SKU-101269,North,282,2024-12-19
2024-12-16,SKU-101270,South,221,2024-12-19
2024-12-16,SKU-101271,West,265,2024-12-19
2024-12-16,SKU-101272,East,322,2024-12-20
2024-12-16,SKU-101273,North,270,2024-12-20
2024-12-16,SKU-101274,South,241,2024-12-20
2024-12-16,SKU-101275,West,239,2024-12-20
2024-12-16,SKU-101276,East,378,2024-12-20
2024-12-16,SKU-101277,North,339,2024-12-20
2024-12-16,SKU-101278,South,257,2024-12-20
2024-12-16,SKU-101279,West,318,2024-12-20
2024-12-16,SKU-101280,East,378,2024-12-20
2024-12-16,SKU-101281,North,371,2024-12-20
2024-12-16,SKU-101282,South,335,2024-12-20
2024-12-16,SKU-101283,West,358,2024-12-20
2024-12-16,SKU-101284,East,210,2024-12-20
2024-12-16,SKU-101285,North,200,2024-12-20
2024-12-16,SKU-101286,South,170,2024-12-20
2024-12-16,SKU-101287,West,155,2024-12-20
2024-12-16,SKU-101288,East,411,2024-12-20
2024-12-16,SKU-101289,North,381,2024-12-20
2024-12-16,SKU-101290,South,321,2024-12-20
2024-12-16,SKU-101291,West,340,2024-12-20
2024-12-16,SKU-101292,East,345,2024-12-20
2024-12-16,SKU-101293,North,288,2024-12-20
2024-12-16,SKU-101294,South,279,2024-12-20
2024-12-16,SKU-101295,West,281,2024-12-20
2024-12-16,SKU-103888,East,250,2024-12-17
2024-12-16,SKU-103889,North,246,2024-12-17
2024-12-16,SKU-103890,South,195,2024-12-17
2024-12-16,SKU-103891,West,252,2024-12-17
2024-12-16,SKU-103892,East,511,2024-12-17
2024-12-16,SKU-103893,North,437,2024-12-17
2024-12-16,SKU-103894,South,408,2024-12-17
2024-12-16,SKU-103895,West,404,2024-12-17
2024-12-16,SKU-103896,East,442,2024-12-17
2024-12-16,SKU-103897,North,468,2024-12-17
2024-12-16,SKU-103898,South,375,2024-12-17
2024-12-16,SKU-103899,West,407,2024-12-17
2024-12-16,SKU-103900,East,480,2024-12-17
2024-12-16,SKU-103901,North,471,2024-12-17
2024-12-16,SKU-103902,South,431,2024-12-17
2024-12-16,SKU-103903,West,413,2024-12-17
2024-12-16,SKU-103904,East,252,2024-12-17
2024-12-16,SKU-103905,North,271,2024-12-17
2024-12-16,SKU-103906,South,213,2024-12-17
2024-12-16,SKU-103907,West,214,2024-12-17
2024-12-16,SKU-103908,East,386,2024-12-17
2024-12-16,SKU-103909,North,369,2024-12-17
2024-12-16,SKU-103910,South,313,2024-12-17
2024-12-16,SKU-103911,West,385,2024-12-17
2024-12-16,SKU-103912,East,283,2024-12-18
2024-12-16,SKU-103913,North,243,2024-12-18
2024-12-16,SKU-103914,South,207,2024-12-18
2024-12-16,SKU-103915,West,210,2024-12-18
2024-12-16,SKU-103916,East,313,2024-12-18
2024-12-16,SKU-103917,North,346,2024-12-18
2024-12-16,SKU-103918,South,277,2024-12-18
2024-12-16,SKU-103919,West,309,2024-12-18
2024-12-16,SKU-103920,East,255,2024-12-18
2024-12-16,SKU-103921,North,243,2024-12-18
2024-12-16,SKU-103922,South,200,2024-12-18
2024-12-16,SKU-103923,West,225,2024-12-18
2024-12-16,SKU-103924,East,273,2024-12-18
2024-12-16,SKU-103925,North,231,2024-12-18
2024-12-16,SKU-103926,South,204,2024-12-18
2024-12-16,SKU-103927,West,198,2024-12-18
2024-12-16,SKU-103928,East,476,2024-12-18
2024-12-16,SKU-103929,North,404,2024-12-18
2024-12-16,SKU-103930,South,375,2024-12-18
2024-12-16,SKU-103931,West,418,2024-12-18
2024-12-16,SKU-103932,East,364,2024-12-18
2024-12-16,SKU-103933,North,347,2024-12-18
2024-12-16,SKU-103934,South,268,2024-12-18
2024-12-16,SKU-103935,West,283,2024-12-18
2024-12-16,SKU-103936,East,333,2024-12-19
2024-12-16,SKU-103937,North,329,2024-12-19
2024-12-16,SKU-103938,South,257,2024-12-19
2024-12-16,SKU-103939,West,313,2024-12-19
2024-12-16,SKU-103940,East,478,2024-12-19
2024-12-16,SKU-103941,North,400,2024-12-19
2024-12-16,SKU-103942,South,316,2024-12-19
2024-12-16,SKU-103943,West,419,2024-12-19
2024-12-16,SKU-103944,East,495,2024-12-19
2024-12-16,SKU-103945,North,410,2024-12-19
2024-12-16,SKU-103946,South,386,2024-12-19
2024-12-16,SKU-103947,West,468,2024-12-19
2024-12-16,SKU-103948,East,265,2024-12-19
2024-12-16,SKU-103949,North,211,2024-12-19
2024-12-16,SKU-103950,South,195,2024-12-19
2024-12-16,SKU-103951,West,225,2024-12-19
2024-12-16,SKU-103952,East,437,2024-12-19
2024-12-16,SKU-103953,North,434,2024-12-19
2024-12-16,SKU-103954,South,348,2024-12-19
2024-12-16,SKU-103955,West,390,2024-12-19
2024-12-16,SKU-103956,East,394,2024-12-19
2024-12-16,SKU-103957,North,400,2024-12-19
2024-12-16,SKU-103958,South,349,2024-12-19
2024-12-16,SKU-103959,West,316,2024-12-19
2024-12-23,SKU-101296,East,216,2024-12-28
2024-12-23,SKU-101297,North,211,2024-12-28
2024-12-23,SKU-101298,South,179,2024-12-28
2024-12-23,SKU-101299,West,185,2024-12-28
2024-12-23,SKU-101300,East,396,2024-12-28
2024-12-23,SKU-101301,North,327,2024-12-28
2024-12-23,SKU-101302,South,310,2024-12-28
2024-12-23,SKU-101303,West,364,2024-12-28
2024-12-23,SKU-101304,East,378,2024-12-28
2024-12-23,SKU-101305,North,383,2024-12-28
2024-12-23,SKU-101306,South,295,2024-12-28
2024-12-23,SKU-101307,West,336,2024-12-28
2024-12-23,SKU-101308,East,477,2024-12-28
2024-12-23,SKU-101309,North,389,2024-12-28
2024-12-23,SKU-101310,South,377,2024-12-28
2024-12-23,SKU-101311,West,388,2024-12-28
2024-12-23,SKU-101312,East,201,2024-12-28
2024-12-23,SKU-101313,North,217,2024-12-28
2024-12-23,SKU-101314,South,183,2024-12-28
2024-12-23,SKU-101315,West,177,2024-12-28
2024-12-23,SKU-101316,East,333,2024-12-28
2024-12-23,SKU-101317,North,311,2024-12-28
2024-12-23,SKU-101318,South,267,2024-12-28
2024-12-23,SKU-101319,West,309,2024-12-28
2024-12-23,SKU-101320,East,214,2024-12-29
2024-12-23,SKU-101321,North,228,2024-12-29
2024-12-23,SKU-101322,South,170,2024-12-29
2024-12-23,SKU-101323,West,181,2024-12-29
2024-12-23,SKU-101324,East,296,2024-12-29
2024-12-23,SKU-101325,North,257,2024-12-29
2024-12-23,SKU-101326,South,252,2024-12-29
2024-12-23,SKU-101327,West,242,2024-12-29
2024-12-23,SKU-101328,East,217,2024-12-29
2024-12-23,SKU-101329,North,203,2024-12-29
2024-12-23,SKU-101330,South,192,2024-12-29
2024-12-23,SKU-101331,West,209,2024-12-29
2024-12-23,SKU-101332,East,196,2024-12-29
2024-12-23,SKU-101333,North,202,2024-12-29
2024-12-23,SKU-101334,South,174,2024-12-29
2024-12-23,SKU-101335,West,190,2024-12-29
2024-12-23,SKU-101336,East,351,2024-12-29
2024-12-23,SKU-101337,North,365,2024-12-29
2024-12-23,SKU-101338,South,306,2024-12-29
2024-12-23,SKU-101339,West,347,2024-12-29
2024-12-23,SKU-101340,East,267,2024-12-29
2024-12-23,SKU-101341,North,265,2024-12-29
2024-12-23,SKU-101342,South,254,2024-12-29
2024-12-23,SKU-101343,West,255,2024-12-29
2024-12-23,SKU-103960,East,249,2024-12-27
2024-12-23,SKU-103961,North,274,2024-12-27
2024-12-23,SKU-103962,South,206,2024-12-27
2024-12-23,SKU-103963,West,207,2024-12-27
2024-12-23,SKU-103964,East,441,2024-12-27
2024-12-23,SKU-103965,North,389,2024-12-27
2024-12-23,SKU-103966,South,368,2024-12-27
2024-12-23,SKU-103967,West,414,2024-12-27
2024-12-23,SKU-103968,East,466,2024-12-27
2024-12-23,SKU-103969,North,424,2024-12-27
2024-12-23,SKU-103970,South,352,2024-12-27
2024-12-23,SKU-103971,West,403,2024-12-27
2024-12-23,SKU-103972,East,488,2024-12-27
2024-12-23,SKU-103973,North,522,2024-12-27
2024-12-23,SKU-103974,South,438,2024-12-27
2024-12-23,SKU-103975,West,425,2024-12-27
2024-12-23,SKU-103976,East,258,2024-12-27
2024-12-23,SKU-103977,North,222,2024-12-27
2024-12-23,SKU-103978,South,196,2024-12-27
2024-12-23,SKU-103979,West,211,2024-12-27
2024-12-23,SKU-103980,East,421,2024-12-27
2024-12-23,SKU-103981,North,398,2024-12-27
2024-12-23,SKU-103982,South,320,2024-12-27
2024-12-23,SKU-103983,West,333,2024-12-27
2024-12-23,SKU-103984,East,247,2024-12-28
2024-12-23,SKU-103985,North,229,2024-12-28
2024-12-23,SKU-103986,South,237,2024-12-28
2024-12-23,SKU-103987,West,223,2024-12-28
2024-12-23,SKU-103988,East,322,2024-12-28
2024-12-23,SKU-103989,North,322,2024-12-28
2024-12-23,SKU-103990,South,264,2024-12-28
2024-12-23,SKU-103991,West,310,2024-12-28
2024-12-23,SKU-103992,East,231,2024-12-28
2024-12-23,SKU-103993,North,236,2024-12-28
2024-12-23,SKU-103994,South,210,2024-12-28
2024-12-23,SKU-103995,West,206,2024-12-28
2024-12-23,SKU-103996,East,240,2024-12-28
2024-12-23,SKU-103997,North,221,2024-12-28
2024-12-23,SKU-103998,South,218,2024-12-28
2024-12-23,SKU-103999,West,229,2024-12-28
2024-12-23,SKU-104000,East,406,2024-12-28
2024-12-23,SKU-104001,North,439,2024-12-28
2024-12-23,SKU-104002,South,382,2024-12-28
2024-12-23,SKU-104003,West,397,2024-12-28
2024-12-23,SKU-104004,East,336,2024-12-28
2024-12-23,SKU-104005,North,293,2024-12-28
2024-12-23,SKU-104006,South,303,2024-12-28
2024-12-23,SKU-104007,West,292,2024-12-28
2024-12-23,SKU-104008,East,336,2024-12-29
2024-12-23,SKU-104009,North,301,2024-12-29
2024-12-23,SKU-104010,South,271,2024-12-29
2024-12-23,SKU-104011,West,250,2024-12-29
2024-12-23,SKU-104012,East,430,2024-12-29
2024-12-23,SKU-104013,North,410,2024-12-29
2024-12-23,SKU-104014,South,367,2024-12-29
2024-12-23,SKU-104015,West,410,2024-12-29
2024-12-23,SKU-104016,East,428,2024-12-29
2024-12-23,SKU-104017,North,444,2024-12-29
2024-12-23,SKU-104018,South,401,2024-12-29
2024-12-23,SKU-104019,West,410,2024-12-29
2024-12-23,SKU-104020,East,235,2024-12-29
2024-12-23,SKU-104021,North,227,2024-12-29
2024-12-23,SKU-104022,South,210,2024-12-29
2024-12-23,SKU-104023,West,208,2024-12-29
2024-12-23,SKU-104024,East,482,2024-12-29
2024-12-23,SKU-104025,North,425,2024-12-29
2024-12-23,SKU-104026,South,362,2024-12-29
2024-12-23,SKU-104027,West,385,2024-12-29
2024-12-23,SKU-104028,East,436,2024-12-29
2024-12-23,SKU-104029,North,372,2024-12-29
2024-12-23,SKU-104030,South,343,2024-12-29
2024-12-23,SKU-104031,West,285,2024-12-29
2024-12-30,SKU-101344,East,277,2024-12-30
2024-12-30,SKU-101345,North,282,2024-12-30
2024-12-30,SKU-101346,South,238,2024-12-30
2024-12-30,SKU-101347,West,247,2024-12-30
2024-12-30,SKU-101348,East,380,2024-12-30
2024-12-30,SKU-101349,North,345,2024-12-30
2024-12-30,SKU-101350,South,317,2024-12-30
2024-12-30,SKU-101351,West,300,2024-12-30
2024-12-30,SKU-101352,East,373,2024-12-30
2024-12-30,SKU-101353,North,393,2024-12-30
2024-12-30,SKU-101354,South,313,2024-12-30
2024-12-30,SKU-101355,West,357,2024-12-30
2024-12-30,SKU-101356,East,200,2024-12-30
2024-12-30,SKU-101357,North,201,2024-12-30
2024-12-30,SKU-101358,South,174,2024-12-30
2024-12-30,SKU-101359,West,189,2024-12-30
2024-12-30,SKU-101360,East,400,2024-12-30
2024-12-30,SKU-101361,North,378,2024-12-30
2024-12-30,SKU-101362,South,336,2024-12-30
2024-12-30,SKU-101363,West,376,2024-12-30
2024-12-30,SKU-101364,East,354,2024-12-30
2024-12-30,SKU-101365,North,327,2024-12-30
2024-12-30,SKU-101366,South,277,2024-12-30
2024-12-30,SKU-101367,West,264,2024-12-30
2025-01-06,SKU-101368,East,200,2025-01-07
2025-01-06,SKU-101369,North,199,2025-01-07
2025-01-06,SKU-101370,South,180,2025-01-07
2025-01-06,SKU-101371,West,189,2025-01-07
2025-01-06,SKU-101372,East,375,2025-01-07
2025-01-06,SKU-101373,North,350,2025-01-07
2025-01-06,SKU-101374,South,354,2025-01-07
2025-01-06,SKU-101375,West,362,2025-01-07
2025-01-06,SKU-101376,East,399,2025-01-07
2025-01-06,SKU-101377,North,370,2025-01-07
2025-01-06,SKU-101378,South,335,2025-01-07
2025-01-06,SKU-101379,West,367,2025-01-07
2025-01-06,SKU-101380,East,433,2025-01-07
2025-01-06,SKU-101381,North,411,2025-01-07
2025-01-06,SKU-101382,South,376,2025-01-07
2025-01-06,SKU-101383,West,404,2025-01-07
2025-01-06,SKU-101384,East,209,2025-01-07
2025-01-06,SKU-101385,North,202,2025-01-07
2025-01-06,SKU-101386,South,196,2025-01-07
2025-01-06,SKU-101387,West,180,2025-01-07
2025-01-06,SKU-101388,East,328,2025-01-07
2025-01-06,SKU-101389,North,332,2025-01-07
2025-01-06,SKU-101390,South,290,2025-01-07
2025-01-06,SKU-101391,West,301,2025-01-07
2025-01-06,SKU-101392,East,219,2025-01-08
2025-01-06,SKU-101393,North,207,2025-01-08
2025-01-06,SKU-101394,South,184,2025-01-08
2025-01-06,SKU-101395,West,189,2025-01-08
2025-01-06,SKU-101396,East,300,2025-01-08
2025-01-06,SKU-101397,North,259,2025-01-08
2025-01-06,SKU-101398,South,248,2025-01-08
2025-01-06,SKU-101399,West,248,2025-01-08
2025-01-06,SKU-101400,East,243,2025-01-08
2025-01-06,SKU-101401,North,225,2025-01-08
2025-01-06,SKU-101402,South,168,2025-01-08
2025-01-06,SKU-101403,West,165,2025-01-08
2025-01-06,SKU-101404,East,235,2025-01-08
2025-01-06,SKU-101405,North,213,2025-01-08
2025-01-06,SKU-101406,South,166,2025-01-08
2025-01-06,SKU-101407,West,196,2025-01-08
2025-01-06,SKU-101408,East,416,2025-01-08
2025-01-06,SKU-101409,North,410,2025-01-08
2025-01-06,SKU-101410,South,331,2025-01-08
2025-01-06,SKU-101411,West,329,2025-01-08
2025-01-06,SKU-101412,East,295,2025-01-08
2025-01-06,SKU-101413,North,272,2025-01-08
2025-01-06,SKU-101414,South,220,2025-01-08
2025-01-06,SKU-101415,West,250,2025-01-08
2025-01-06,SKU-101416,East,267,2025-01-09
2025-01-06,SKU-101417,North,297,2025-01-09
2025-01-06,SKU-101418,South,228,2025-01-09
2025-01-06,SKU-101419,West,236,2025-01-09
2025-01-06,SKU-101420,East,344,2025-01-09
2025-01-06,SKU-101421,North,388,2025-01-09
2025-01-06,SKU-101422,South,340,2025-01-09
2025-01-06,SKU-101423,West,337,2025-01-09
2025-01-06,SKU-101424,East,450,2025-01-09
2025-01-06,SKU-101425,North,345,2025-01-09
2025-01-06,SKU-101426,South,337,2025-01-09
2025-01-06,SKU-101427,West,365,2025-01-09
2025-01-06,SKU-101428,East,197,2025-01-09
2025-01-06,SKU-101429,North,201,2025-01-09
2025-01-06,SKU-101430,South,204,2025-01-09
2025-01-06,SKU-101431,West,195,2025-01-09
2025-01-06,SKU-101432,East,403,2025-01-09
2025-01-06,SKU-101433,North,381,2025-01-09
2025-01-06,SKU-101434,South,334,2025-01-09
2025-01-06,SKU-101435,West,351,2025-01-09
2025-01-06,SKU-101436,East,307,2025-01-09
2025-01-06,SKU-101437,North,305,2025-01-09
2025-01-06,SKU-101438,South,280,2025-01-09
2025-01-06,SKU-101439,West,299,2025-01-09
2025-01-06,SKU-104032,East,255,2025-01-06
2025-01-06,SKU-104033,North,249,2025-01-06
2025-01-06,SKU-104034,South,217,2025-01-06
2025-01-06,SKU-104035,West,244,2025-01-06
2025-01-06,SKU-104036,East,429,2025-01-06
2025-01-06,SKU-104037,North,442,2025-01-06
2025-01-06,SKU-104038,South,367,2025-01-06
2025-01-06,SKU-104039,West,370,2025-01-06
2025-01-06,SKU-104040,East,466,2025-01-06
2025-01-06,SKU-104041,North,397,2025-01-06
2025-01-06,SKU-104042,South,338,2025-01-06
2025-01-06,SKU-104043,West,389,2025-01-06
2025-01-06,SKU-104044,East,491,2025-01-06
2025-01-06,SKU-104045,North,456,2025-01-06
2025-01-06,SKU-104046,South,396,2025-01-06
2025-01-06,SKU-104047,West,450,2025-01-06
2025-01-06,SKU-104048,East,262,2025-01-06
2025-01-06,SKU-104049,North,246,2025-01-06
2025-01-06,SKU-104050,South,192,2025-01-06
2025-01-06,SKU-104051,West,227,2025-01-06
