date,sku_id,region,units_ordered,price_usd,holiday_peak_flag,prime_event_flag,weekend_flag,marketing_push_flag,weather_disruption_index,weekend_flag_raw
2024-12-05,SKU-102806,East,53,149.78,0,0,0,0,-0.15,1970-04-27
2024-12-05,SKU-102886,North,60,33.15,0,0,0,1,0.35,1970-05-01
2024-12-05,SKU-103014,South,46,191.06,0,0,0,0,-0.44,1970-05-06
2024-12-05,SKU-103134,North,64,203.3,0,1,0,0,0.2,1970-05-11
2024-12-05,SKU-103334,North,35,136.89,0,1,0,0,0.17,1970-05-19
2024-12-05,SKU-103527,South,35,158.02,0,1,0,0,0.87,1970-05-27
2024-12-05,SKU-103541,West,54,75.61,0,1,0,0,-2.39,1970-05-28
2024-12-06,SKU-100022,East,33,111.65,1,0,0,0,0.0,1970-01-01
2024-12-06,SKU-100343,North,22,82.24,1,0,0,0,0.37,1970-01-15
2024-12-06,SKU-101414,North,29,130.77,0,0,0,0,2.2,1970-02-28
2024-12-06,SKU-101511,South,44,174.82,0,0,0,0,-0.23,1970-03-04
2024-12-06,SKU-102202,North,47,158.13,0,0,0,0,0.14,1970-04-02
2024-12-06,SKU-102233,South,18,126.57,0,0,0,0,0.15,1970-04-04
2024-12-06,SKU-102414,West,29,111.13,0,0,0,0,0.55,1970-04-11
2024-12-06,SKU-102415,North,25,103.06,0,0,0,0,0.55,1970-04-11
2024-12-06,SKU-102791,North,40,147.41,0,0,0,0,1.51,1970-04-27
2024-12-06,SKU-103786,East,64,43.03,0,1,0,0,-1.1,1970-06-07
2024-12-06,SKU-103793,South,13,106.44,0,1,0,0,-0.85,1970-06-08
2024-12-06,SKU-103814,North,45,185.5,0,1,0,0,-0.85,1970-06-08
2024-12-07,SKU-100107,South,52,79.25,1,0,1,0,0.22,1970-01-05
2024-12-07,SKU-100554,South,27,125.4,1,0,1,0,2.15,1970-01-24
2024-12-07,SKU-100580,North,24,130.72,1,0,1,0,-0.46,1970-01-25
2024-12-07,SKU-101470,South,23,86.45,0,0,1,0,1.67,1970-03-03
2024-12-07,SKU-101744,West,23,109.76,0,0,1,0,-0.41,1970-03-14
2024-12-07,SKU-102335,North,55,44.49,0,0,1,0,0.51,1970-04-08
2024-12-07,SKU-102560,North,49,185.43,0,0,1,0,0.42,1970-04-17
2024-12-07,SKU-102767,East,26,82.09,0,0,1,0,-2.09,1970-04-26
2024-12-07,SKU-102844,East,34,32.23,0,0,1,0,-0.15,1970-04-29
2024-12-07,SKU-102903,West,40,192.79,0,0,1,0,-0.41,1970-05-01
2024-12-07,SKU-103830,South,27,81.85,0,1,1,0,-0.85,1970-06-09
2024-12-08,SKU-100055,East,44,99.76,1,0,1,0,0.0,1970-01-03
2024-12-08,SKU-100233,North,52,159.78,1,0,1,0,1.45,1970-01-10
2024-12-08,SKU-100401,West,34,180.88,1,0,1,0,0.37,1970-01-17
2024-12-08,SKU-100806,North,51,191.54,1,0,1,0,0.11,1970-02-03
2024-12-08,SKU-101149,South,41,154.11,0,0,1,0,2.26,1970-02-17
2024-12-08,SKU-101940,West,23,110.62,0,0,1,0,0.41,1970-03-22
2024-12-08,SKU-102618,East,25,79.92,0,0,1,0,-0.38,1970-04-20
2024-12-08,SKU-102685,West,37,172.05,0,0,1,0,1.08,1970-04-22
2024-12-08,SKU-103192,South,25,136.25,0,1,1,0,0.2,1970-05-14
2024-12-08,SKU-103576,South,62,201.63,0,1,1,0,0.87,1970-05-30
2024-12-09,SKU-100181,North,30,100.95,1,0,0,0,-0.68,1970-01-08
2024-12-09,SKU-100472,South,59,152.97,1,0,0,0,1.54,1970-01-20
2024-12-09,SKU-102157,South,26,150.93,0,0,0,0,1.38,1970-03-31
2024-12-09,SKU-102265,North,41,183.56,0,0,0,0,0.14,1970-04-05
2024-12-09,SKU-102938,South,46,182.61,0,0,0,0,-0.41,1970-05-03
2024-12-09,SKU-103731,West,39,129.58,0,1,0,0,1.54,1970-06-05
2024-12-09,SKU-103807,North,37,129.89,0,1,0,0,0.39,1970-06-08
2024-12-10,SKU-100562,North,49,78.01,1,0,0,0,0.9,1970-01-24
2024-12-10,SKU-100897,North,68,202.71,1,0,0,1,0.36,1970-02-07
2024-12-10,SKU-101313,South,19,146.54,0,0,0,0,1.02,1970-02-24
2024-12-10,SKU-101590,North,19,178.85,0,0,0,0,-0.23,1970-03-08
2024-12-10,SKU-102631,South,24,125.54,0,0,0,0,0.42,1970-04-20
2024-12-10,SKU-102746,North,33,129.87,0,0,0,0,1.28,1970-04-25
2024-12-10,SKU-102980,South,42,73.5,0,0,0,0,-0.43,1970-05-05
2024-12-10,SKU-103225,South,38,127.19,0,1,0,0,1.24,1970-05-15
2024-12-11,SKU-100075,East,48,127.24,1,0,0,0,0.67,1970-01-04
2024-12-11,SKU-100492,North,61,190.29,1,0,0,0,-0.31,1970-01-21
2024-12-11,SKU-100512,West,55,193.17,1,0,0,0,1.54,1970-01-22
2024-12-11,SKU-100648,East,35,175.7,1,0,0,0,2.15,1970-01-28
2024-12-11,SKU-100680,West,52,80.71,1,0,0,0,-0.46,1970-01-29
2024-12-11,SKU-100854,West,44,200.88,1,0,0,0,0.88,1970-02-05
2024-12-11,SKU-101063,East,41,183.04,0,0,0,0,1.28,1970-02-14
2024-12-11,SKU-102813,North,20,187.59,0,0,0,0,0.47,1970-04-28
2024-12-11,SKU-103129,East,47,160.3,0,0,0,0,0.35,1970-05-11
2024-12-11,SKU-103183,North,24,127.98,0,0,0,0,-0.44,1970-05-13
2024-12-11,SKU-103201,West,67,155.79,0,1,0,0,-1.29,1970-05-14
2024-12-11,SKU-103288,West,58,149.3,0,1,0,0,1.25,1970-05-18
2024-12-11,SKU-103294,East,45,112.07,0,1,0,0,1.25,1970-05-18
2024-12-11,SKU-103608,West,28,106.64,0,1,0,0,0.79,1970-05-31
2024-12-11,SKU-103616,West,55,158.15,0,1,0,0,0.79,1970-05-31
2024-12-12,SKU-100383,South,53,75.85,1,0,0,0,-0.17,1970-01-16
2024-12-12,SKU-101439,North,45,41.84,0,0,0,0,-0.5,1970-03-01
2024-12-12,SKU-101458,West,52,191.61,0,0,0,0,-1.08,1970-03-02
2024-12-12,SKU-102093,East,32,146.56,0,0,0,0,0.36,1970-03-29
2024-12-12,SKU-102187,South,21,186.0,0,0,0,0,-0.94,1970-04-02
2024-12-12,SKU-103181,West,40,187.17,0,0,0,0,-0.44,1970-05-13
2024-12-12,SKU-103746,West,28,152.22,0,1,0,0,0.57,1970-06-06
2024-12-12,SKU-103838,West,32,88.92,0,1,0,0,0.31,1970-06-09
2024-12-12,SKU-103885,West,46,33.33,0,1,0,0,0.39,1970-06-11
2024-12-12,SKU-103907,North,63,174.35,0,1,0,0,1.09,1970-06-12
2024-12-13,SKU-100211,East,30,121.95,1,0,0,0,0.39,1970-01-09
2024-12-13,SKU-100540,South,37,164.31,1,0,0,0,-0.31,1970-01-23
2024-12-13,SKU-101593,North,28,190.08,0,0,0,0,0.9,1970-03-08
2024-12-13,SKU-102478,South,41,188.93,0,0,0,0,0.51,1970-04-14
2024-12-13,SKU-102837,North,31,132.65,0,0,0,0,0.21,1970-04-29
2024-12-13,SKU-102998,South,37,31.68,0,0,0,0,-0.15,1970-05-05
2024-12-13,SKU-103362,North,46,160.19,0,1,0,0,2.14,1970-05-21
2024-12-13,SKU-103709,West,34,151.12,0,1,0,0,0.87,1970-06-04
2024-12-13,SKU-103945,West,62,187.07,0,1,0,0,-1.1,1970-06-14
2024-12-14,SKU-101981,North,42,100.8,0,0,1,0,-2.01,1970-03-24
2024-12-14,SKU-102670,North,44,154.6,0,0,1,0,0.39,1970-04-22
2024-12-14,SKU-102690,West,32,152.21,0,0,1,0,1.94,1970-04-23
2024-12-14,SKU-103395,East,42,130.08,0,1,1,0,2.14,1970-05-22
2024-12-14,SKU-103669,East,41,152.89,0,1,1,0,-0.84,1970-06-02
2024-12-14,SKU-103697,East,36,194.33,0,1,1,0,3.32,1970-06-04
2024-12-14,SKU-103870,West,45,31.35,0,1,1,0,0.31,1970-06-11
2024-12-15,SKU-100047,North,79,73.91,1,0,1,0,-0.87,1970-01-02
2024-12-15,SKU-100293,West,50,193.51,1,0,1,0,0.22,1970-01-13
2024-12-15,SKU-100527,West,57,166.05,1,0,1,0,1.41,1970-01-22
2024-12-15,SKU-100843,West,26,180.93,1,0,1,0,-2.15,1970-02-05
2024-12-15,SKU-100844,East,57,147.77,1,0,1,0,-2.15,1970-02-05
2024-12-15,SKU-101146,South,24,195.23,0,0,1,0,-0.95,1970-02-17
2024-12-15,SKU-101615,North,43,98.23,0,0,1,0,2.2,1970-03-09
2024-12-15,SKU-102060,West,35,160.72,0,0,1,0,1.69,1970-03-27
2024-12-15,SKU-102925,East,33,100.74,0,0,1,0,0.47,1970-05-02
2024-12-15,SKU-103009,East,57,31.38,0,0,1,0,1.51,1970-05-06
2024-12-15,SKU-103585,East,53,176.27,0,1,1,0,-0.39,1970-05-30
2024-12-15,SKU-103724,South,47,31.46,0,1,1,0,3.32,1970-06-05
2024-12-15,SKU-103910,South,39,151.01,0,1,1,0,0.31,1970-06-12
2024-12-16,SKU-100247,North,25,122.66,1,0,0,0,0.0,1970-01-11
2024-12-16,SKU-100441,North,55,169.3,1,0,0,1,1.25,1970-01-19
2024-12-16,SKU-100965,East,37,188.63,1,0,0,0,0.88,1970-02-10
2024-12-16,SKU-101201,South,54,147.56,0,0,0,0,0.12,1970-02-20
2024-12-16,SKU-101300,West,37,125.9,0,0,0,0,1.47,1970-02-24
2024-12-16,SKU-101468,North,48,192.12,0,0,0,0,0.22,1970-03-03
2024-12-16,SKU-102074,West,48,90.43,0,0,0,0,1.69,1970-03-28
2024-12-16,SKU-102381,South,29,41.92,0,0,0,0,0.28,1970-04-10
2024-12-16,SKU-102675,West,60,75.36,0,0,0,0,1.31,1970-04-22
2024-12-16,SKU-103137,West,60,201.85,0,0,0,0,-0.43,1970-05-11
2024-12-16,SKU-103142,West,41,189.96,0,0,0,0,-0.43,1970-05-11
2024-12-16,SKU-103693,North,36,111.13,0,1,0,0,0.21,1970-06-03
2024-12-16,SKU-103940,West,68,43.37,0,1,0,0,-0.31,1970-06-14
2024-12-17,SKU-101694,East,29,82.85,0,0,0,0,0.9,1970-03-12
2024-12-17,SKU-102455,North,42,42.04,0,0,0,0,0.14,1970-04-13
2024-12-17,SKU-102881,West,27,155.22,0,0,0,0,1.08,1970-05-01
2024-12-17,SKU-103016,West,27,150.81,0,0,0,0,-2.09,1970-05-06
2024-12-17,SKU-103345,West,26,131.48,0,1,0,0,-1.29,1970-05-20
2024-12-17,SKU-103653,West,57,97.56,0,1,0,0,-0.92,1970-06-02
2024-12-18,SKU-100068,North,50,151.56,1,0,0,0,-1.39,1970-01-03
2024-12-18,SKU-100162,North,60,159.42,1,0,0,0,-0.82,1970-01-07
2024-12-18,SKU-100545,North,25,145.4,1,0,0,0,-0.38,1970-01-23
2024-12-18,SKU-100568,East,44,33.02,1,0,0,0,1.31,1970-01-24
2024-12-18,SKU-100752,North,43,133.41,1,0,0,0,0.9,1970-02-01
2024-12-18,SKU-101124,West,54,90.73,1,0,0,0,-0.04,1970-02-16
2024-12-18,SKU-101913,West,26,105.9,0,0,0,1,0.99,1970-03-21
2024-12-18,SKU-102642,East,37,201.66,0,0,0,0,-2.08,1970-04-21
2024-12-18,SKU-102742,East,39,124.51,0,0,0,0,1.1,1970-04-25
2024-12-18,SKU-102892,East,33,85.89,0,0,0,0,0.42,1970-05-01
2024-12-18,SKU-103420,West,55,193.38,0,1,0,0,1.24,1970-05-23
2024-12-18,SKU-103496,West,54,40.92,0,1,0,0,2.14,1970-05-26
2024-12-19,SKU-101633,North,47,197.48,0,0,0,0,-0.49,1970-03-10
2024-12-19,SKU-102151,South,21,196.12,0,0,0,0,1.69,1970-03-31
2024-12-19,SKU-102564,South,29,187.43,0,0,0,0,0.15,1970-04-17
2024-12-19,SKU-102823,North,40,172.3,0,0,0,0,1.94,1970-04-28
2024-12-19,SKU-102952,South,26,106.52,0,0,0,0,1.28,1970-05-04
2024-12-19,SKU-103258,North,54,74.89,0,0,0,0,-1.18,1970-05-16
2024-12-19,SKU-103622,North,25,161.11,0,1,0,0,-0.52,1970-05-31
2024-12-19,SKU-103966,North,35,164.15,0,1,0,0,1.54,1970-06-15
2024-12-20,SKU-100767,South,36,31.27,1,0,0,0,1.58,1970-02-01
2024-12-20,SKU-101047,West,37,132.15,1,0,0,0,-0.47,1970-02-13
2024-12-20,SKU-101223,South,24,180.4,0,0,0,0,-0.4,1970-02-20
2024-12-20,SKU-101263,East,44,177.19,0,0,0,0,-0.95,1970-02-22
2024-12-20,SKU-101307,East,44,170.88,0,0,0,0,0.12,1970-02-24
2024-12-20,SKU-101474,North,57,42.31,0,0,0,1,0.92,1970-03-03
2024-12-20,SKU-102156,West,43,33.01,0,0,0,0,-0.75,1970-03-31
2024-12-20,SKU-102299,West,24,150.3,0,0,0,0,0.36,1970-04-06
2024-12-20,SKU-102545,West,49,40.53,0,0,0,0,0.75,1970-04-17
2024-12-20,SKU-102617,South,41,171.41,0,0,0,0,1.26,1970-04-20
2024-12-20,SKU-102910,West,23,121.8,0,0,0,0,-0.38,1970-05-02
2024-12-20,SKU-103539,East,37,160.89,0,1,0,0,2.14,1970-05-28
2024-12-20,SKU-103787,North,38,31.77,0,1,0,0,0.21,1970-06-07
2024-12-21,SKU-100007,South,35,121.81,1,0,1,0,0.55,1970-01-01
2024-12-21,SKU-100176,South,54,98.01,1,0,1,0,-0.87,1970-01-08
2024-12-21,SKU-101224,West,22,130.41,0,0,1,0,-0.4,1970-02-21
2024-12-21,SKU-102855,South,25,123.45,0,0,1,0,0.39,1970-04-29
2024-12-22,SKU-100194,East,39,193.22,1,0,1,0,-0.87,1970-01-09
2024-12-22,SKU-100595,South,28,128.64,1,0,1,1,1.25,1970-01-25
2024-12-22,SKU-100874,North,56,42.45,1,0,1,0,-1.1,1970-02-06
2024-12-22,SKU-100973,West,26,124.59,1,0,1,0,0.68,1970-02-10
2024-12-22,SKU-101144,North,32,130.38,1,0,1,0,0.11,1970-02-17
2024-12-22,SKU-101157,South,43,96.34,1,0,1,0,1.48,1970-02-18
2024-12-22,SKU-101281,South,45,31.95,0,0,1,0,0.98,1970-02-23
2024-12-22,SKU-101718,North,18,107.39,0,0,1,0,-0.49,1970-03-13
2024-12-22,SKU-101877,West,47,159.41,0,0,1,0,-0.23,1970-03-20
2024-12-22,SKU-102264,South,21,135.6,0,0,1,0,0.41,1970-04-05
2024-12-22,SKU-102294,South,37,92.17,0,0,1,0,-0.69,1970-04-06
2024-12-22,SKU-102529,West,52,43.55,0,0,1,0,0.28,1970-04-16
2024-12-22,SKU-102720,South,37,182.25,0,0,1,0,0.47,1970-04-24
2024-12-22,SKU-102901,North,49,96.99,0,0,1,0,1.94,1970-05-01
2024-12-22,SKU-103008,East,24,149.58,0,0,1,0,1.08,1970-05-06
2024-12-22,SKU-103984,West,77,79.43,0,1,1,0,0.57,1970-06-16
2024-12-23,SKU-100056,West,43,31.34,1,0,0,0,0.55,1970-01-03
2024-12-23,SKU-100095,North,48,185.41,1,0,0,0,-0.56,1970-01-04
2024-12-23,SKU-100103,South,33,163.88,1,0,0,0,-2.9,1970-01-05
2024-12-23,SKU-100364,North,40,78.48,1,0,0,0,0.67,1970-01-16
2024-12-23,SKU-100536,West,27,79.89,1,0,0,0,-0.89,1970-01-23
2024-12-23,SKU-100962,North,36,130.11,1,0,0,0,-0.46,1970-02-10
2024-12-23,SKU-102001,West,37,166.72,0,0,0,0,-1.79,1970-03-25
2024-12-23,SKU-102196,East,33,34.43,0,0,0,0,-2.01,1970-04-02
2024-12-23,SKU-102678,West,58,91.15,0,0,0,0,0.06,1970-04-22
2024-12-23,SKU-103436,East,27,30.76,0,0,0,0,-0.44,1970-05-24
2024-12-23,SKU-103497,North,30,180.3,0,1,0,0,-1.29,1970-05-26
2024-12-23,SKU-103624,West,71,195.96,0,1,0,0,0.4,1970-06-01
2024-12-24,SKU-100143,South,24,189.33,1,0,0,0,-2.9,1970-01-06
2024-12-24,SKU-101421,East,55,128.09,0,0,0,0,-0.18,1970-03-01
2024-12-24,SKU-101504,North,21,82.76,0,0,0,0,1.47,1970-03-04
2024-12-24,SKU-102538,East,25,122.53,0,0,0,0,1.58,1970-04-16
2024-12-24,SKU-102563,South,23,151.54,0,0,0,0,-0.27,1970-04-17
2024-12-24,SKU-103595,East,68,32.56,0,1,0,0,0.2,1970-05-30
2024-12-24,SKU-103953,West,56,34.01,0,1,0,0,3.32,1970-06-14
2024-12-25,SKU-100072,East,46,32.32,1,0,0,0,-1.28,1970-01-04
2024-12-25,SKU-100674,East,32,111.38,1,0,0,0,-0.17,1970-01-29
2024-12-25,SKU-100823,East,36,195.8,1,0,0,0,-0.31,1970-02-04
2024-12-25,SKU-100974,North,23,156.23,1,0,0,0,0.7,1970-02-10
2024-12-25,SKU-101620,West,38,33.23,0,0,0,0,0.84,1970-03-09
2024-12-25,SKU-101875,West,33,148.37,0,0,0,0,0.9,1970-03-20
2024-12-25,SKU-102253,North,19,87.91,0,0,0,0,-2.01,1970-04-04
2024-12-25,SKU-102659,East,26,125.21,0,0,0,0,0.14,1970-04-21
2024-12-25,SKU-103177,South,29,31.19,0,0,0,0,-1.8,1970-05-13
2024-12-25,SKU-103249,West,41,188.4,0,0,0,0,1.51,1970-05-16
2024-12-25,SKU-103405,West,15,192.27,0,0,0,0,-1.18,1970-05-22
2024-12-25,SKU-103747,East,35,133.95,0,1,0,0,-0.52,1970-06-06
2024-12-26,SKU-100009,East,19,156.98,1,0,0,0,-0.27,1970-01-01
2024-12-26,SKU-100377,North,34,136.57,1,0,0,0,-0.68,1970-01-16
2024-12-26,SKU-100424,South,29,125.58,1,0,0,0,0.76,1970-01-18
2024-12-26,SKU-100704,West,35,177.87,1,0,0,0,-0.17,1970-01-30
2024-12-26,SKU-101018,South,19,176.56,1,0,0,0,2.15,1970-02-12
2024-12-26,SKU-101553,South,48,78.8,0,0,0,0,1.47,1970-03-06
2024-12-26,SKU-101888,East,39,98.74,0,0,0,0,2.2,1970-03-20
2024-12-26,SKU-102488,East,21,151.38,0,0,0,0,1.01,1970-04-14
2024-12-26,SKU-102598,North,32,176.1,0,0,0,0,-0.27,1970-04-19
2024-12-26,SKU-102996,North,37,175.64,0,0,0,0,1.94,1970-05-05
2024-12-26,SKU-103313,North,53,186.86,0,0,0,1,-0.55,1970-05-19
2024-12-26,SKU-103779,South,34,128.88,0,1,0,0,-0.52,1970-06-07
2024-12-26,SKU-104284,West,29,81.15,0,1,0,0,-0.85,1970-06-28
2024-12-27,SKU-100021,East,55,183.52,1,0,0,1,-1.26,1970-01-01
2024-12-27,SKU-100789,North,28,187.72,1,0,0,0,1.31,1970-02-02
2024-12-27,SKU-101467,East,39,33.06,0,0,0,0,0.12,1970-03-03
2024-12-27,SKU-101650,South,38,129.82,0,0,0,1,0.92,1970-03-10
2024-12-27,SKU-102551,South,28,33.28,0,0,0,0,-0.94,1970-04-17
2024-12-27,SKU-102712,South,37,195.91,0,0,0,0,0.75,1970-04-24
2024-12-27,SKU-103206,South,23,88.1,0,0,0,0,0.47,1970-05-14
2024-12-27,SKU-103432,North,54,91.67,0,0,0,0,-1.18,1970-05-24
2024-12-27,SKU-103475,West,37,124.39,0,0,0,0,0.48,1970-05-25
2024-12-27,SKU-103825,South,42,32.89,0,1,0,0,-0.34,1970-06-09
2024-12-27,SKU-103944,South,35,107.36,0,1,0,0,0.21,1970-06-14
2024-12-27,SKU-104160,East,83,76.83,0,1,0,0,1.54,1970-06-23
2024-12-27,SKU-104215,South,35,161.58,0,1,0,0,-0.31,1970-06-25
2024-12-28,SKU-100368,East,28,159.08,1,0,1,0,0.42,1970-01-16
2024-12-28,SKU-100662,North,43,92.4,1,0,1,0,-0.89,1970-01-28
2024-12-28,SKU-101889,East,25,100.29,0,0,1,0,-0.49,1970-03-20
2024-12-28,SKU-103375,South,54,72.88,0,0,1,1,-0.55,1970-05-21
2024-12-28,SKU-104202,East,45,177.15,0,1,1,0,0.31,1970-06-25
2024-12-29,SKU-100237,East,56,167.02,1,0,1,0,-0.56,1970-01-10
2024-12-29,SKU-100430,North,51,91.53,1,0,1,0,-0.82,1970-01-18
2024-12-29,SKU-100887,South,48,90.7,1,0,1,0,-1.22,1970-02-06
2024-12-29,SKU-101036,North,61,190.14,1,0,1,0,-1.1,1970-02-13
2024-12-29,SKU-101334,South,50,80.56,1,0,1,0,1.48,1970-02-25
2024-12-29,SKU-101368,East,57,157.93,1,0,1,0,-0.04,1970-02-27
2024-12-29,SKU-102255,South,18,155.89,0,0,1,0,0.54,1970-04-04
2024-12-29,SKU-102390,East,46,41.27,0,0,1,0,1.69,1970-04-10
2024-12-29,SKU-102877,South,51,94.81,0,0,1,0,0.51,1970-04-30
2024-12-29,SKU-103410,South,25,130.69,0,0,1,0,-0.41,1970-05-23
2024-12-29,SKU-103463,East,39,125.05,0,0,1,1,0.35,1970-05-25
2024-12-29,SKU-103777,South,43,157.72,0,1,1,0,0.4,1970-06-07
2024-12-30,SKU-100402,South,57,202.44,1,0,0,0,-0.87,1970-01-17
2024-12-30,SKU-100578,West,47,196.8,1,0,0,0,0.0,1970-01-25
2024-12-30,SKU-100795,North,46,190.36,1,0,0,0,-0.17,1970-02-03
2024-12-30,SKU-100865,West,80,41.85,1,0,0,0,1.41,1970-02-06
2024-12-30,SKU-100985,South,28,135.78,1,0,0,0,1.58,1970-02-11
2024-12-30,SKU-101207,North,34,159.63,1,0,0,0,-2.15,1970-02-20
2024-12-30,SKU-101585,East,41,185.94,0,0,0,0,1.29,1970-03-08
2024-12-30,SKU-102262,East,32,30.46,0,0,0,0,0.54,1970-04-05
2024-12-30,SKU-102544,North,46,32.42,0,0,0,0,0.82,1970-04-17
2024-12-30,SKU-103413,South,29,81.91,0,0,0,1,-0.55,1970-05-23
2024-12-30,SKU-103552,South,49,191.83,0,0,0,0,1.2,1970-05-29
2024-12-30,SKU-103739,South,84,76.07,0,1,0,0,0.2,1970-06-05
2024-12-30,SKU-103846,North,49,125.32,0,1,0,1,1.77,1970-06-10
2024-12-30,SKU-103958,South,26,177.31,0,1,0,0,-0.39,1970-06-14
2024-12-30,SKU-104055,South,50,153.33,0,1,0,0,-0.84,1970-06-18
2024-12-31,SKU-100713,South,49,189.9,1,0,0,0,-0.68,1970-01-30
2024-12-31,SKU-100783,West,45,98.21,1,0,0,0,1.45,1970-02-02
2024-12-31,SKU-101057,East,47,189.69,1,0,0,0,0.9,1970-02-14
2024-12-31,SKU-101234,South,55,77.44,1,0,0,0,-2.15,1970-02-21
2024-12-31,SKU-101374,North,30,157.83,1,0,0,0,1.48,1970-02-27
2024-12-31,SKU-101820,East,46,157.71,0,0,0,0,1.02,1970-03-17
2024-12-31,SKU-101907,West,27,100.3,0,0,0,0,-1.08,1970-03-21
2024-12-31,SKU-102534,North,18,101.19,0,0,0,0,0.5,1970-04-16
2024-12-31,SKU-102841,West,39,42.57,0,0,0,0,0.15,1970-04-29
2024-12-31,SKU-103236,South,43,78.06,0,0,0,0,1.08,1970-05-15
2024-12-31,SKU-103433,South,39,130.71,0,0,0,1,-0.55,1970-05-24
2024-12-31,SKU-103636,South,35,152.31,0,0,0,0,-0.44,1970-06-01
2024-12-31,SKU-103743,West,35,179.53,0,1,0,0,1.24,1970-06-05
2024-12-31,SKU-104151,North,58,42.04,0,1,0,0,0.87,1970-06-22
2025-01-01,SKU-100160,West,45,76.85,1,0,0,0,-0.27,1970-01-07
2025-01-01,SKU-100471,North,44,33.61,1,0,0,0,0.42,1970-01-20
2025-01-01,SKU-101510,South,42,174.17,0,0,0,0,-0.4,1970-03-04
2025-01-01,SKU-102471,North,34,160.88,0,0,0,0,1.69,1970-04-13
2025-01-01,SKU-102884,East,34,166.07,0,0,0,0,0.06,1970-05-01
2025-01-01,SKU-102914,West,46,40.7,0,0,0,0,1.26,1970-05-02
2025-01-01,SKU-103529,East,23,151.21,0,0,0,1,0.35,1970-05-28
2025-01-02,SKU-100505,East,35,150.18,1,0,0,0,-0.82,1970-01-22
2025-01-02,SKU-100553,East,63,92.93,1,0,0,0,0.44,1970-01-24
2025-01-02,SKU-101045,North,36,126.32,1,0,0,0,1.54,1970-02-13
2025-01-02,SKU-101126,North,57,153.91,1,0,0,0,0.9,1970-02-16
2025-01-02,SKU-101476,North,53,158.54,1,0,0,0,-0.04,1970-03-03
2025-01-02,SKU-102310,North,50,173.95,0,0,0,0,0.71,1970-04-07
2025-01-02,SKU-102572,West,28,164.04,0,0,0,0,0.5,1970-04-18
2025-01-02,SKU-102600,South,51,43.9,0,0,0,0,0.36,1970-04-19
2025-01-02,SKU-102983,North,55,192.64,0,0,0,0,0.47,1970-05-05
2025-01-02,SKU-103004,East,49,168.29,0,0,0,0,-2.08,1970-05-06
2025-01-02,SKU-103327,South,28,127.45,0,0,0,0,0.21,1970-05-19
2025-01-02,SKU-103412,South,23,129.22,0,0,0,0,0.31,1970-05-23
2025-01-02,SKU-103792,East,32,157.15,0,1,0,0,0.2,1970-06-08
2025-01-02,SKU-104109,North,38,84.09,0,1,0,0,-0.84,1970-06-21
2025-01-02,SKU-104331,North,65,32.57,0,1,0,0,0.31,1970-06-30
2025-01-03,SKU-100102,North,26,131.99,1,0,0,0,1.68,1970-01-05
2025-01-03,SKU-100314,South,41,157.24,1,0,0,0,0.55,1970-01-14
2025-01-03,SKU-100321,East,59,146.18,1,0,0,0,0.55,1970-01-14
2025-01-03,SKU-101246,East,35,122.31,1,0,0,0,-0.46,1970-02-21
2025-01-03,SKU-101659,North,37,192.05,0,0,0,0,-0.18,1970-03-11
2025-01-03,SKU-101826,West,47,201.86,0,0,0,0,0.84,1970-03-18
2025-01-03,SKU-102193,South,23,130.28,0,0,0,0,0.67,1970-04-02
2025-01-03,SKU-102212,South,24,183.46,0,0,0,0,1.31,1970-04-03
2025-01-03,SKU-102392,South,27,44.35,0,0,0,0,-0.41,1970-04-10
2025-01-03,SKU-103452,North,36,164.75,0,0,0,0,0.31,1970-05-24
2025-01-03,SKU-103740,North,24,85.36,0,0,0,0,-0.44,1970-06-05
2025-01-03,SKU-104355,South,35,179.59,0,1,0,0,0.31,1970-07-01
2025-01-04,SKU-100048,South,37,175.66,0,0,1,0,0.22,1970-01-03
2025-01-04,SKU-100449,South,37,31.26,1,0,1,0,0.52,1970-01-19
2025-01-04,SKU-101174,East,52,31.44,1,0,1,0,0.9,1970-02-18
2025-01-04,SKU-101922,East,23,111.97,0,0,1,0,0.22,1970-03-22
2025-01-04,SKU-102026,South,22,108.24,0,0,1,0,-0.49,1970-03-26
2025-01-04,SKU-102053,South,27,126.89,0,0,1,0,-0.49,1970-03-27
2025-01-04,SKU-102101,South,24,155.73,0,0,1,0,2.2,1970-03-29
2025-01-04,SKU-102367,West,26,104.47,0,0,1,0,0.71,1970-04-09
2025-01-04,SKU-102677,East,36,124.07,0,0,1,0,0.82,1970-04-22
2025-01-04,SKU-102932,South,24,30.49,0,0,1,0,0.15,1970-05-03
2025-01-04,SKU-103215,North,48,43.2,0,0,1,0,1.94,1970-05-14
2025-01-04,SKU-103450,West,26,120.6,0,0,1,0,-2.09,1970-05-24
2025-01-04,SKU-103783,South,56,198.52,0,1,1,0,-1.29,1970-06-07
2025-01-04,SKU-104086,West,59,194.73,0,1,1,0,-0.92,1970-06-20
2025-01-04,SKU-104446,South,38,195.07,0,1,1,0,1.09,1970-07-05
2025-01-04,SKU-104472,South,36,107.75,0,1,1,0,-1.1,1970-07-06
2025-01-05,SKU-100766,North,29,108.37,1,0,1,0,0.39,1970-02-01
2025-01-05,SKU-100785,South,56,163.11,1,0,1,0,-1.48,1970-02-02
